Gene	High.2838c3.rep1.RNAseq.mm10.featureCounts.gene.txt	High_6499c4.rep2.RNAseq.mm10.featureCounts.gene.txt	High_6555c3.rep5.RNAseq.mm10.featureCounts.gene.txt	High_6556c4.rep7.RNAseq.mm10.featureCounts.gene.txt	High_6620c1.rep3.RNAseq.mm10.featureCounts.gene.txt	Low.6694c2.rep3.RNAseq.mm10.featureCounts.gene.txt	Low_2699c4.rep8.RNAseq.mm10.featureCounts.gene.txt	Low_6556c3.rep5.RNAseq.mm10.featureCounts.gene.txt	Low_6556c3.rep6.RNAseq.mm10.featureCounts.gene.txt	Low_6694c2.rep7.RNAseq.mm10.featureCounts.gene.txt
Rbm10	5042	2262	2977	1942	3121	5480	849	4584	3700	3831
Asxl3	22	8	12	12	8	0	0	6	2	0
Defa17	0	0	0	0	0	0	0	0	0	0
Stx5a	6356	3359	4025	2380	4144	7530	919	5287	3666	4649
Trim30d	130	113	178	133	137	116	13	785	216	38
Dennd10	3762	1740	1965	1174	2190	3680	401	2672	1790	2239
Zfp764	821	315	432	271	472	689	64	434	411	422
Wipf3	453	311	375	211	460	99	63	77	0	0
Cyp2c50	3556	2553	3211	1673	2987	731	212	385	0	0
Skint5	0	3	0	0	0	0	0	0	0	0
Garem2	60	26	24	23	38	97	4	90	6	41
Ankrd50	33312	14330	17261	9836	18465	31558	2968	20693	18478	17809
Kmt5b	17633	5516	6964	3849	7348	12337	1995	8849	7603	9265
Nrg2	254	118	134	83	126	53	16	168	130	10
Frem3	2	0	0	0	0	0	0	0	0	0
Cd101	209	177	269	100	235	108	6	349	55	25
Ppp1r3e	403	174	192	116	205	947	65	536	555	681
Nme8	6	2	12	0	0	0	1	0	0	0
Mbtps1	22807	11117	13682	7909	14084	29714	3804	15627	14628	18805
Smok2b	0	0	0	0	0	0	0	0	0	0
Atxn3	5482	1915	2633	1386	2947	4678	1119	3665	3159	3242
D830031N03Rik	4002	1654	2205	1220	2087	4337	502	3090	3184	4660
Slc8a3	44	0	16	20	6	26	2	14	19	14
Gtf2e2	6049	1862	1970	1185	2421	5768	1092	3489	3053	4718
Col6a5	115	98	106	42	138	29	12	71	4	0
Minar2	1	2	0	8	8	4	2	6	0	0
Zyg11a	138	119	122	62	89	51	19	17	0	0
D6Ertd527e	133	18	50	50	44	101	17	82	57	65
Mau2	12912	7483	9235	5222	9358	14314	1808	7684	4695	6913
Zkscan5	1931	894	1145	808	1240	1465	218	810	688	824
Zfp821	2520	1213	1464	883	1625	2675	352	1622	1290	1646
Atp2b4	2593	1440	1929	1079	1704	1796	153	923	273	702
Ankrd10	8903	3626	4307	2346	4613	9975	1275	4530	3802	5956
Slc25a21	74	40	28	12	60	23	2	43	27	2
Galnt7	6450	2441	3671	1810	3697	6133	3724	4997	3671	4482
Sipa1l1	7643	4445	5132	3142	5201	5606	1612	4109	4159	3608
Hook2	9121	4796	5794	3321	5977	4951	1259	3044	3180	3603
Trmt2b	2204	1343	1665	932	1631	2218	334	1605	1032	1055
1110032F04Rik	2	0	2	10	4	0	2	2	0	0
Tex11	22	2	12	18	42	4	1	6	0	0
Knop1	10692	4288	5107	3402	6033	12519	1650	7806	6656	7353
Clec2g	29	13	32	10	7	29	25	141	30	20
Morf4l2	32501	13679	16216	9483	17205	33332	4112	23652	18178	18662
Irak1bp1	199	124	190	153	135	113	18	154	162	88
Syce2	1121	529	644	385	796	873	116	843	512	645
Rmi1	1335	610	539	318	643	1093	158	959	778	726
Mtbp	1915	912	1213	590	1351	1807	202	1820	1279	1120
Fam83h	4383	3075	3555	2024	3478	4259	593	3994	2983	2674
Tmem40	73	33	72	26	47	41	40	58	19	41
Sec24c	18543	8446	10457	6394	10969	24919	2114	13251	13444	16239
Gsdmc2	0	0	0	0	0	0	2	0	0	0
Zfp647	530	170	228	139	350	931	77	510	530	509
Jazf1	198	61	82	38	44	65	8	139	46	3
Wwtr1	22186	9394	11163	6354	11410	24657	2549	13829	11911	13423
Arhgap39	2020	917	1102	706	1184	2131	220	1307	1116	1144
Pdss2	904	366	328	326	487	590	113	822	578	379
Sugp2	3708	1820	2324	1287	2458	3869	674	2424	2094	3205
R3hdm2	10470	5458	6357	3888	6630	8331	1233	6917	5220	4281
Ephb1	64	32	38	40	60	29	2	32	8	0
Fbxo30	3991	1674	2226	1024	2183	2646	558	2040	1573	2216
Cdk19	8361	2400	2946	1812	3469	9915	963	8371	6983	5465
Scara5	1897	1008	1151	709	1245	609	104	637	188	52
Bcor	5281	2946	3506	2198	3809	4432	664	3056	2590	2228
Tinagl1	30126	13701	16301	10369	17353	23623	2833	20972	25754	24006
Btbd35f2	0	0	0	0	0	0	0	0	0	0
Btbd35f5	0	0	0	0	0	0	0	0	0	0
Nfatc4	748	486	655	439	792	418	71	816	177	155
Kcnj1	0	0	0	0	2	0	0	0	0	0
Bnipl	60	18	52	26	42	35	0	22	11	24
Tyw3	563	282	309	195	286	411	52	464	378	286
Ccdc7b	2	2	10	5	2	1	3	2	4	0
Usp19	15688	8148	9762	5461	10813	15925	1765	9530	8857	11404
Phf14	7222	2513	3104	1857	3525	6559	1212	4766	4479	5714
Ccdc125	1502	575	718	456	714	1436	386	1156	1240	1059
Ramp1	990	558	718	441	732	1385	140	714	852	656
Ankrd55	102	70	120	55	68	28	4	48	10	2
Spink13	0	0	0	0	0	0	0	0	0	0
Ube2m	9389	3769	4500	2835	4848	11438	1068	8345	6823	10182
Emc6	4368	2206	2769	1519	2934	3836	681	3366	3085	2956
Dynll2	12199	5548	6733	4165	6892	8291	1524	6046	5746	7069
Ttc23	1722	903	1125	659	1127	1913	241	1318	1033	1097
Men1	5895	2695	3076	1881	3216	8527	834	5014	5316	7511
Pdcd4	9662	2067	2483	1280	3069	6691	1491	3520	6110	5560
Plscr3	5950	3667	4462	2731	4450	7728	922	3795	3731	4217
Ncmap	908	584	593	470	536	3038	312	1979	2034	1941
Olfr78	27	10	7	6	33	6	0	23	2	2
Shoc2	15028	5044	6314	3271	6843	11972	1882	7890	6127	9061
Zfp574	2471	1512	1608	1036	1738	2846	256	1227	1357	1669
Tmem11	4087	1948	2039	1499	2233	3745	669	2611	2450	2880
Mapk14	13316	7419	8537	4870	9276	9697	1760	8890	5599	5646
Ffar2	180	98	132	102	124	82	19	347	42	0
Rpgrip1	60	19	39	17	21	23	5	49	34	12
Zdhhc24	1408	676	790	471	839	991	171	712	738	698
Sarm1	39	16	18	18	20	66	6	10	22	76
Sgms1	9706	2813	3607	2122	3743	4485	1225	4841	4136	2998
Cdadc1	3364	1280	1476	942	1585	3108	399	2894	3017	2351
Btbd8	1334	752	763	444	1019	526	146	524	452	363
Zfp446	477	300	332	229	342	576	83	255	264	267
Kcns3	67	58	58	44	62	29	2	28	0	4
Ctps2	4567	2450	2911	1620	3269	6399	534	3202	2544	2723
Nat2	1117	571	749	350	831	555	232	685	505	326
Tceal8	963	705	789	490	851	477	74	1145	154	76
2010106E10Rik	0	0	0	0	0	0	0	0	0	0
Lonp2	8931	4640	5732	3324	5802	7754	1328	5589	4712	4234
Gnl3l	6156	2703	3517	2060	3653	8581	1058	4343	3870	4909
Tifab	871	496	829	475	858	656	76	1077	110	104
Enpp5	1696	778	1050	620	1018	392	186	620	904	154
Znrf1	8949	4460	5903	3360	5708	8926	1322	5616	4680	6875
C2cd4c	904	250	304	181	305	863	75	594	863	564
Lrch4	0	0	0	0	0	0	0	0	0	0
Socs2	4928	2784	3953	2127	3348	7821	478	3218	1945	4398
Ccdc127	5708	2115	2369	1608	2698	6582	868	3722	3317	3735
Apol9b	1965	641	787	481	822	2902	207	3341	2251	1993
Fam114a2	6399	2930	3705	2271	3658	7598	1260	4976	4162	4251
Gtse1	1472	1025	1209	759	1280	1891	220	2361	1154	1146
Tspan8	30054	13500	16268	9711	17215	21635	4839	30835	28214	15248
Tmcc3	3130	1754	2040	1331	2178	1507	504	1912	1237	1266
Endou	54	48	44	42	72	42	14	31	3	23
B3gnt2	4983	2756	2944	1633	3265	7445	1082	3784	2771	4391
Tent4a	7533	2864	3670	2157	4038	9900	935	5256	4665	5806
Cd300lf	2903	2152	2281	1562	2738	1013	246	4371	262	64
Ube2h	17002	4538	5881	3500	6834	17461	2339	8855	8409	11274
Clec4a2	568	449	482	343	640	503	51	809	93	121
Mlf2	25748	12625	14488	9388	16910	27563	4127	19118	17777	24936
Cd163	2745	2014	2407	1423	2433	2844	202	2634	1315	1018
Tmem229b	295	329	252	226	318	236	54	547	154	60
Slc35b3	2368	1483	1508	844	1817	2553	370	1727	1471	1246
Ppfibp1	37949	12926	15755	8796	18403	42880	6577	17407	14412	30646
Tada2b	3183	1556	2005	1057	1774	2711	331	1892	1399	1991
Borcs5	1090	693	873	436	767	883	166	751	388	537
Arpc4	11176	6246	6776	4340	7034	17454	2263	13858	9034	11711
Tprkb	4327	2239	2797	1490	2722	3844	654	2779	2348	2302
Aplf	1515	413	542	336	576	1819	173	1021	1150	1358
Mef2c	1950	908	952	596	1025	953	87	834	584	390
Btf3	43179	14551	16905	9981	17842	35320	5361	29533	26678	22796
Krit1	5316	2118	2825	1373	2726	2734	673	2821	1887	2667
Prkag2	3426	1866	2314	1247	2404	1316	374	1607	1135	563
Nfu1	4502	1883	2293	1315	2301	4049	791	3716	3640	3475
Fcamr	60	51	51	32	65	20	10	23	5	3
Slc17a1	608	171	258	140	243	66	31	78	17	18
Rnf144b	5332	3801	4866	2668	4660	1331	429	974	215	60
Pde8b	231	125	198	68	155	129	17	134	54	51
Elmod2	2928	1160	1378	764	1420	1721	422	1615	1171	1246
Rcbtb2	3593	2103	2331	1311	2556	2884	412	2826	1788	1232
Dthd1	18	8	14	6	22	7	4	4	0	0
Asb8	3343	1977	2132	1525	2304	3393	485	2377	1541	1524
Wdr59	4522	2135	2789	1544	3109	4139	832	2777	1995	2546
Ctbp2	7231	3675	4594	2544	4844	11003	1165	6728	6561	8088
Magi2	397	94	175	97	184	278	31	168	134	150
Asb14	650	465	596	301	645	149	29	82	8	10
Mthfd1l	5495	3079	3876	2264	4005	7007	1295	5494	3796	4082
Rbm20	1914	1107	1633	876	1508	322	149	270	52	55
Luc7l2	25826	11119	13473	7190	13386	23780	3349	16370	14058	18632
Klra2	580	324	457	193	577	261	50	742	85	80
Mndal	676	350	415	176	394	327	48	1421	908	189
Trim36	222	70	82	45	114	341	20	184	140	154
Wdcp	615	258	233	197	330	639	107	428	316	368
Ncald	1889	691	694	500	825	1446	74	577	372	810
Pym1	2194	1058	1279	809	1677	1782	312	1979	1585	1129
Trim43b	9	0	11	7	20	0	1	5	0	0
Trip4	2513	1334	1671	805	1750	2713	389	2371	1716	1720
Prr13	12073	6800	7715	5031	8151	13183	1977	12843	14421	9284
Trim66	71	29	76	14	59	642	20	54	26	368
Olfr1507	0	0	0	0	0	0	0	0	0	0
Plppr3	1556	840	997	688	1238	946	152	782	413	479
Rnmt	8379	3160	3291	1988	4190	7665	1487	5151	4379	5259
Defa27	0	0	0	0	0	0	0	0	0	0
Pde6c	86	4	16	6	6	21	1	35	22	57
Dtwd2	441	346	356	142	317	413	96	297	226	254
Wdr33	10398	4415	5359	3171	5529	10711	1749	7787	7236	8196
Dbndd1	301	186	200	117	177	267	46	116	131	105
Abat	2870	2164	2637	1597	2593	757	258	387	13	14
Hnrnpc	26369	9507	11104	6734	11531	35239	4170	29018	28129	27887
Kirrel	28163	8392	10571	6506	11875	32419	2706	15287	19940	20135
Ahcyl2	11458	5768	6448	4244	6775	15968	3333	11402	10383	9387
Degs2	1299	927	1046	753	1087	703	309	687	423	326
Mgam	1294	992	1392	759	1274	280	96	244	0	22
Prkd3	9961	4391	5626	2954	6064	10302	1229	5562	5302	6734
Nod1	2684	1405	1695	1047	1643	2921	338	2630	2377	2013
Slc14a1	4126	446	611	339	763	5122	1075	3819	521	3043
Il4i1b	6	8	8	1	4	7	0	7	5	7
Os9	27125	12343	14381	9374	14498	16537	2336	14432	14088	10861
Tmbim6	76148	42762	52220	30872	51450	68192	8669	56093	55031	40953
Mta3	4633	2114	2951	1590	2921	5910	653	3420	3327	3919
Yap1	13846	5646	6418	3812	7845	14048	2096	7868	7955	8615
Mal	5652	4694	5351	3542	5721	3167	1164	7062	4477	2288
Obscn	11857	8411	10323	6035	10304	2619	831	1520	8	2
Myt1	0	0	0	0	0	4	0	1	2	2
Actl10	10	0	14	0	0	22	0	7	8	9
Bag1	16175	7931	10691	5922	11573	20935	2328	18713	15947	14907
Triqk	160	106	105	24	68	44	8	112	34	14
Bdh2	237	101	103	39	129	129	1	202	91	97
Lman1	21465	8340	10973	6045	11315	20694	3148	15305	14438	14975
Lrrc56	354	250	386	179	258	210	26	150	122	125
Senp8	458	142	163	96	218	285	103	324	267	281
Vmn1r68	0	0	0	0	0	0	0	0	0	0
Ttc4	2828	1367	1905	1119	1848	2920	445	2730	1956	1958
3110009E18Rik	125	69	64	42	132	99	14	135	130	124
1700001C19Rik	170	122	126	82	133	147	12	88	110	48
Depdc1a	689	305	212	170	385	386	111	1004	474	434
Kdm4c	2594	1249	1478	903	1532	3477	349	2733	2580	1949
Cacul1	17870	5180	6309	3428	7042	12823	2233	8293	6468	9658
Strn3	10056	4733	6121	3016	6129	10481	1930	8339	5914	8012
Cuedc1	4420	2362	2657	1759	2869	4788	693	2911	3408	4140
Rnh1	26517	15471	18871	11133	19266	25728	3030	18977	9810	12404
Zbtb25	1003	503	642	415	677	1097	233	832	594	650
Gramd1c	723	283	363	246	345	202	112	297	212	114
Dhrs7b	2150	1184	1407	844	1570	2477	364	2112	1572	1432
Traf7	11817	7169	8344	4844	8571	11941	1779	8520	5576	7588
Hck	562	500	544	357	643	484	43	1146	111	110
Rbms3	1517	707	1026	601	1181	641	102	947	656	256
Aimp2	4505	3199	3639	2299	3580	4412	704	3716	2567	2832
Rbm41	1536	632	716	402	906	752	240	908	692	904
Wdr17	0	0	2	2	6	0	0	0	0	0
Dnase1l1	2267	1181	1382	805	1505	2150	197	1403	1021	991
Dis3l2	1880	1147	1289	692	1313	2030	281	1694	1308	1048
Flrt3	3663	861	1026	667	1352	4664	434	1763	1203	2474
Arid5a	2871	1438	1801	995	1724	4095	480	3585	2787	2775
Lrtm2	360	232	393	146	218	111	42	90	65	60
Fam221a	178	63	118	45	111	127	11	160	220	77
Dhrs3	5390	3320	4081	2403	4341	10236	627	5705	5129	6141
Sphk1	5586	3612	4537	2793	4776	3949	438	2307	1648	2943
Aspn	716	588	623	396	712	306	74	2032	243	40
Sphk2	2809	1649	1972	1180	1946	3199	332	2229	1715	2126
Mrgpra2a	0	0	12	0	8	0	0	4	0	0
Olfr376	0	0	0	0	0	0	0	2	0	0
Fxyd4	58	13	6	7	37	75	6	11	15	17
Sirpb1c	146	204	299	124	180	163	14	683	20	16
Sirpb1b	61	81	72	69	92	23	5	235	0	1
Rlbp1	16	0	0	0	0	13	0	4	4	7
Thpo	492	437	486	335	518	292	51	153	48	79
Map1a	606	478	554	358	614	226	44	534	66	22
Taz	3350	2376	2631	1659	2758	2875	384	1748	1236	1339
C5ar1	1286	1034	1402	815	1297	2097	122	1895	403	668
Cacna2d2	4	6	0	4	6	6	2	8	0	0
Camk2b	3062	1987	2320	1468	2298	1816	305	2299	1957	1300
Smarca4	21049	10042	12261	7497	13504	26855	3836	16987	16562	18370
Shisa9	13	8	6	8	6	3	0	2	2	0
Krt36	55	16	13	18	42	33	19	47	28	31
Map3k9	596	492	468	442	586	238	134	753	699	46
Gm37013	0	0	0	0	0	0	0	0	0	0
Rasgrp4	393	384	450	282	385	534	21	767	174	157
Tmigd3	2	0	4	4	5	3	0	15	4	0
Serpinb2	262	267	286	172	200	246	18	2887	68	93
Rara	5683	2740	3298	2049	3526	10595	796	4303	5022	6429
Aldoa	125160	67921	82476	50582	85123	165671	15999	88966	63230	91317
Orc4	4522	1473	2160	1136	1989	2797	691	2350	1469	2237
Tfpi	1908	1139	1647	906	1567	891	151	1008	58	179
Septin6	3974	1138	1530	730	1470	8314	677	3014	2269	4233
1700092M07Rik	15	18	6	7	16	19	6	11	12	21
Gm3646	26	8	10	0	6	4	4	0	0	0
Ifi213	30	12	16	13	14	25	4	156	25	38
Myc	13319	7676	9214	5883	9576	16561	7373	9897	9458	9510
Gpr137	2733	1663	2068	1195	2159	2793	322	1706	1246	1906
Gm9112	0	0	0	0	0	0	0	0	0	0
Fut7	34	24	2	20	12	53	0	20	7	6
Nfkb2	10821	4252	5181	3538	5724	13227	1038	8451	8864	10931
Dbn1	19871	4805	5479	3693	6275	28650	2824	8283	9441	18752
Klk11	0	0	0	0	0	0	0	0	0	0
Ubr2	16467	8558	10036	5847	10521	17518	1516	9631	8014	12691
Gm6760	0	0	0	0	0	0	0	0	0	0
Cpeb2	3267	1842	2138	1147	2295	2379	475	2031	898	1279
Cypt15	0	0	0	0	0	0	0	0	0	0
4933403O08Rik	0	0	0	0	14	0	0	0	0	0
Gm13547	10	9	17	0	7	11	3	5	3	1
Zfp971	1466	585	966	381	934	436	152	884	605	531
Spint3	24	2	3	0	6	10	0	18	3	6
Cebpzos	730	279	397	196	405	606	84	516	422	386
Zfp967	0	0	0	0	0	0	0	0	0	0
Zfp966	0	0	0	0	0	0	0	0	0	0
Gm15319	0	12	8	0	2	2	0	0	2	0
Usp35	1257	469	598	401	672	1368	107	518	462	789
Epp13	0	0	0	1	2	0	0	0	0	4
Fbxw28	0	0	2	0	0	0	0	0	0	0
Eid2b	586	262	370	243	488	728	52	250	180	278
Mroh4	73	22	44	37	46	27	4	16	6	14
Aldh3b2	5	2	0	1	3	1	0	8	1	0
Tldc2	36	16	32	8	0	10	2	13	0	2
Zfp516	11810	4109	5016	2996	5415	11735	1564	6255	7635	8907
Gm7030	8	0	0	2	2	0	0	0	0	0
Mymx	0	0	0	0	6	2	0	0	2	0
Gm15056	12	0	2	0	14	0	0	0	0	0
Defa35	0	0	0	0	0	0	0	0	0	0
Defa38	4	0	0	0	6	0	0	0	0	0
Gm11559	0	0	0	0	0	0	0	0	0	0
Defa30	12	11	13	2	12	7	1	0	0	0
Defa41	0	0	0	0	0	0	0	0	0	0
Defa40	0	0	0	0	0	0	0	0	0	0
Plekhd1	150	222	172	128	226	60	23	23	6	32
Gm6588	0	0	0	0	0	1	0	0	0	0
Zkscan7	815	500	597	236	491	593	78	545	573	275
Olfr743	0	0	0	0	0	0	0	0	0	0
4933402N22Rik	0	0	0	4	0	0	0	11	0	0
Npffr1	0	1	0	4	4	0	0	2	0	0
Gm7102	14	4	4	0	8	4	4	8	0	4
Defa42	0	0	0	0	0	0	0	0	0	0
Defa32	0	0	0	0	0	0	0	0	0	0
Defa37	0	0	0	0	0	0	0	0	0	0
Defa28	0	0	0	0	0	0	0	0	0	0
Gml	7	0	8	0	2	2	0	10	0	0
EU599041	0	0	0	0	0	1	0	0	0	0
Defa43	0	0	0	0	0	0	0	0	0	0
Zfp964	120	63	63	27	42	86	24	34	37	60
Defa34	0	0	0	0	0	0	0	0	0	0
Esp6	0	0	0	0	0	0	0	0	0	0
Apol11a	0	0	0	2	0	0	0	0	0	0
Gm15881	0	0	0	0	0	0	0	0	0	0
Gm4340	0	0	0	0	0	0	0	0	0	0
Prdm11	451	203	192	120	292	382	20	147	223	121
Gm11562	0	0	0	0	0	0	0	0	0	0
Duxbl2	0	0	0	0	0	0	0	0	0	0
Duxbl3	0	0	0	0	0	0	0	0	0	0
Pramel29	0	0	0	0	0	0	0	0	0	2
Gm2026	0	0	0	0	0	0	0	0	0	0
H2ac23	0	2	3	0	1	1	0	6	8	4
Zfp600	1	0	0	0	0	0	0	0	0	0
Trim61	2	0	0	0	0	0	0	0	0	0
Bfar	6059	2375	2929	1687	2989	4952	1032	3657	2755	2829
Gng12	14803	6858	7796	4548	8374	15020	2413	9293	9071	9789
Slc10a1	3644	2968	3222	1685	3207	871	285	496	6	15
Gm4027	0	0	0	0	1	0	0	0	0	0
Gm8300	17	6	0	2	0	2	0	3	0	0
Otogl	0	0	0	0	0	0	1	0	0	0
Zfp970	4258	3281	3877	1901	3866	1121	317	980	441	310
H2al2c	0	0	0	0	0	0	0	0	0	0
Zfp616	0	0	0	0	0	0	0	0	0	0
Slc25a13	3647	2254	2729	1522	2772	3269	476	2423	1846	2289
BB287469	0	0	0	0	0	0	0	0	0	0
Gm2022	0	6	2	4	6	2	0	0	0	0
Slc25a22	4141	2557	3352	2157	3398	2276	470	1740	993	1268
Odaph	771	331	437	247	357	2555	197	626	387	1602
Gm13871	0	0	0	0	0	0	0	0	0	0
Gm10471	12	14	0	0	0	42	2	0	0	16
Gm21953	0	0	0	0	0	0	0	0	0	0
Myocos	0	0	0	0	0	0	0	0	0	0
Esp23	0	0	0	0	0	0	0	0	0	0
Esp4	0	0	0	0	0	0	0	0	0	0
Esp8	0	0	0	0	0	0	0	0	0	0
Esp34	0	0	0	0	0	0	0	0	0	0
Esp31	0	0	0	0	0	0	0	0	0	0
Esp36	0	0	0	0	0	0	0	0	0	0
Gm8882	0	0	0	0	0	0	0	0	0	0
Gm3985	0	0	0	0	0	0	0	0	0	0
Slc8b1	6565	3630	4835	2814	4960	3680	612	2362	1859	2009
0610010K14Rik	2021	1178	1540	930	1467	1868	365	1536	1695	1329
Ak4	1414	867	1135	724	1315	1591	729	1881	1123	1434
Ube2i	14547	7675	9252	5604	10135	16361	2369	11786	10035	11591
Arpp21	46	20	28	8	34	5	0	2	0	0
Slc5a6	1657	1028	1372	820	1454	921	257	984	564	490
Ect2	9752	3855	4627	2517	4967	7070	1428	10089	7619	6340
Slc2a6	177	210	186	146	146	133	11	257	30	10
Slc45a3	1512	1109	1260	838	1477	719	304	778	408	397
Grb10	2035	1629	2038	1161	1829	644	134	2173	188	26
Sirpa	4990	4034	4762	3352	5076	4939	402	7048	1349	1200
Gm5886	28	18	28	0	24	4	8	0	0	4
H2bc6	275	72	66	63	71	258	34	221	130	164
Grin1	70	23	51	15	70	35	15	33	45	16
Mrpl15	3595	1843	2304	1471	2308	3601	747	4178	2879	2182
Sptan1	100178	41624	50338	29170	52662	82883	10345	43802	31229	42680
Golph3l	6285	2806	3207	1902	3452	5939	1060	5709	4281	3527
Gpr68	238	146	105	130	141	101	28	320	102	50
Gal3st1	969	670	967	529	889	418	189	607	368	164
Ablim2	340	319	425	247	357	103	36	78	26	56
Homez	755	401	494	295	393	853	113	548	533	481
Arfgap1	7459	3997	4791	2942	4904	6411	777	4875	3795	3557
Cyp26b1	836	562	690	519	640	793	73	666	121	106
Gm2897	0	0	2	2	0	4	0	7	0	0
Madd	5641	2660	2932	1950	3068	8570	1317	5204	4764	5862
Nr1h3	2217	1161	1523	788	1323	1851	265	1533	1138	693
Plch1	6288	1986	2489	1322	2599	4973	1252	5640	4622	3132
Gm10767	208	62	82	27	112	93	18	53	38	40
Tsc22d1	77725	20371	24915	14092	26622	132980	6270	55504	53476	68448
Pfkfb3	10633	4982	5738	3592	6514	12617	2002	6565	4435	6137
Tnfaip8	7408	2218	2930	1398	3264	6715	937	7110	7188	6254
Rex2	0	0	9	2	3	0	0	0	0	0
Clcc1	5104	2116	2712	1571	2941	4303	584	4195	2790	2573
Slco1c1	2	0	10	1	0	0	0	0	2	0
Fbxw7	4458	1456	1900	996	1927	3908	672	3202	3182	2682
H60b	56	26	33	30	41	15	0	29	0	0
Ahi1	457	244	407	226	269	700	83	647	532	405
Dlg3	1910	697	1048	497	1146	976	352	1009	614	340
Rfpl4b	0	0	0	0	0	0	0	0	0	0
Snap23	8543	3090	3688	2057	3732	6754	951	5249	3662	4441
Sertad4	1236	256	459	277	339	284	40	312	298	157
Rgs20	54	58	56	26	111	311	11	61	34	302
Afap1l2	322	185	294	108	202	219	22	290	278	272
Taf6l	751	309	357	230	397	784	112	694	482	736
Eif2ak4	4704	2212	3256	1797	3104	3044	633	2699	1895	1594
Rapgef3	1432	907	1021	645	1210	1971	222	869	1032	1183
Wbp1l	28580	13492	15997	10188	17294	22138	3412	14157	13414	14557
Gm10324	0	0	0	0	0	0	0	0	0	0
Smox	5576	2333	2462	1726	3019	16927	965	6388	2930	10189
Otub2	488	218	244	213	398	418	53	313	269	223
Frmd4a	11189	3512	3976	2261	4814	21900	1751	5521	4221	13033
Tirap	3900	2194	2259	1522	2519	4713	687	3382	2478	2634
Asph	8959	4356	5523	3041	5435	13874	630	5705	6513	8508
Olfr1053	0	0	0	0	0	0	0	0	0	0
Trim43c	66	17	16	5	27	6	4	20	9	7
Sgo2a	1695	974	987	668	1138	1004	380	2544	1755	1933
Gps1	8004	4253	5138	3009	5605	7153	1189	6238	3992	4838
Phka2	4746	2858	3678	2157	3800	2526	368	1853	1125	1203
Mfap3l	158	74	88	60	94	46	18	81	12	4
Elavl2	0	0	0	0	0	0	0	0	5	0
Igsf5	1933	1063	1389	819	1335	1755	478	2758	1672	978
9830107B12Rik	16	14	10	20	10	2	0	81	4	0
Rd3	15	24	4	22	43	18	3	9	1	0
Zfp513	3268	1749	1940	1309	2300	2589	392	1783	1389	1798
Eda	102	54	50	96	76	34	13	59	14	20
Aamdc	685	400	522	309	483	587	91	389	315	334
Rpgr	560	345	401	195	490	809	59	449	318	697
Gpm6b	10979	3371	4278	2056	4350	11698	568	2836	2740	6079
Dcdc2c	4	2	0	0	0	0	0	0	1	2
Naa10	4358	2612	3140	2030	3318	4030	651	3433	2296	2337
4930480E11Rik	0	0	0	0	0	0	0	0	0	0
Irak1	13305	8312	10334	5782	9899	13796	1909	7595	4934	6390
Acsm2	4	6	0	2	0	2	0	4	0	0
Pde4b	1694	1253	1582	1058	1730	722	136	1769	480	123
Zmym3	6490	3517	3839	2390	4396	10220	1023	4068	3795	4276
Prdm16	324	267	310	188	375	1734	44	101	22	937
Sfxn3	17853	9115	10879	6497	11566	22875	2392	8975	9159	12451
Fmo6	0	0	0	2	0	2	0	0	0	0
Txnrd3	2353	1132	1299	816	1458	2171	454	1290	1004	1190
Tfdp2	7212	4016	4869	2889	5137	6504	999	3963	3572	4030
Rhox3e	0	0	0	0	0	0	0	0	0	0
Sult2a5	0	0	0	0	0	0	0	0	0	0
Sult2a7	0	2	0	0	4	0	0	0	0	0
Rhox13	0	0	0	0	0	0	0	0	0	0
Wnk1	47162	20426	25239	14770	27503	62035	7998	34768	25542	44667
Gm5885	0	0	0	0	0	0	0	0	0	0
Ins2	0	0	0	0	0	0	0	0	0	0
Zpbp	12	19	38	6	32	2	4	11	0	4
Wdr53	823	461	579	259	584	771	168	739	703	540
Vegfb	3823	1664	2063	1162	2071	3837	468	2459	2444	2680
Zscan4b	4	0	0	0	14	0	0	0	0	0
Pfdn6	3584	1987	2334	1386	2312	4494	740	3193	3968	4073
Snx7	4610	2329	2831	1581	3008	5082	552	2842	2444	4109
Psrc1	1022	575	629	370	652	501	69	352	366	219
Nup35	898	228	400	243	452	990	130	822	536	666
Nrg3	0	0	0	0	0	0	0	0	0	0
Rps27rt	0	0	0	0	0	0	0	0	0	0
Mrps36	799	512	535	343	579	1001	144	871	692	702
Gpr155	1040	502	471	324	600	478	80	367	244	211
Gm14326	629	241	479	166	425	259	47	430	295	318
Clec4b1	25	18	31	14	12	10	2	24	2	1
Mfrp	0	0	0	0	0	0	0	0	0	0
Clec4n	1831	1806	1875	1279	2002	2617	170	4681	519	778
Chchd7	1622	829	783	478	993	1394	106	1328	1451	1502
Igll1	0	0	0	0	0	0	0	0	0	0
Ces2a	2553	1894	2411	1291	2254	610	214	323	16	16
Frmd7	249	34	66	20	96	550	64	62	83	499
Ccr6	6	34	16	14	9	6	2	34	0	0
Ccm2	4700	1844	2241	1456	2725	4351	570	3819	2942	3553
Tmem132b	66	90	25	29	44	337	22	24	14	136
Gm4832	6	0	0	0	0	2	0	11	2	2
Naxd	6107	2822	3486	2119	3677	5694	876	3397	2902	3565
