Genes	neg1	neg2	neg3	neg4	pos_1	pos_2	pos_3	control_1	control_2
Acp6	788	700	851	652	1526	1247	605	445	634
Bcl9	167	105	99	102	198	163	156	86	145
RP23-394K8.5	0	2	1	0	0	0	0	0	0
RP23-394K8.3	0	0	1	0	0	0	0	0	0
Olfr1402	0	0	0	0	0	0	0	0	0
Chd1l	175	148	164	149	309	237	321	288	260
RP24-316D12.2	2	6	5	2	2	5	6	2	7
Fmo5	16944	14657	11116	14035	3336	2293	16406	229	520
Prkab2	58	63	54	64	341	318	210	3875	2428
Gm17651	0	0	0	0	0	0	0	0	0
Pde4dip	2051	2161	1481	2155	3120	2548	1198	12738	7357
Mir7225	0	0	0	0	0	0	0	0	0
RP24-124P9.3	0	0	0	0	0	1	0	2	5
AC131746.2	0	0	0	0	0	0	0	0	0
Sec22b	1226	1016	746	1008	1089	867	1261	953	827
AC164091.1	0	1	2	0	0	0	1	2	1
Notch2	1080	757	466	555	921	760	844	693	701
RP23-97M20.1	0	0	3	0	0	1	2	1	1
RP23-3C4.2	0	2	1	0	1	0	0	1	1
Adam30	0	1	0	0	0	1	0	0	0
RP23-3C4.5	0	1	0	0	1	1	0	0	0
Reg4	2	0	2	2	0	0	1	0	0
RP23-348H21.1	0	0	0	0	0	0	0	0	0
Hmgcs2	61158	61774	40602	62236	1919	1406	17383	89	585
RP23-348H21.2	69	42	33	50	1	0	4	0	0
Phgdh	4	2	3	4	319	241	76	661	2060
Zfp697	58	37	40	33	840	712	21	58	70
RP23-381G13.1	100	113	118	127	19355	13618	6	221	1
RP23-381G13.3	0	1	0	0	745	626	0	3	0
RP23-381G13.4	4	4	3	7	65	60	1	0	0
Hsd3b4	349	311	355	338	23399	16278	6	284	4
RP23-381G13.6	4	4	3	7	63	57	1	0	0
RP23-381G13.7	349	311	355	338	23640	16448	6	284	4
RP24-285G1.2	1	0	1	1	0	1	0	2	0
RP24-285G1.1	3	4	3	2	46	36	1	0	0
Hsd3b5	6697	5954	8452	5577	1007	678	39	7	0
RP23-112E4.1	0	0	0	0	0	0	0	0	0
RP23-112E4.2	1	1	2	1	1	0	0	0	0
Hsd3b2	3206	1609	2611	1630	5281	4638	1026	61	0
Hsd3b3	7846	4870	5949	4923	2740	1912	3481	21	1
Hsd3b6	523	303	439	370	367	285	285	5	0
RP23-112E4.6	0	0	0	0	0	0	0	0	0
RP23-112E4.7	160	156	106	168	333	279	480	268	194
RP23-112E4.8	0	0	0	0	0	0	0	0	0
RP23-112E4.9	0	0	0	0	0	0	0	0	0
RP23-112E4.10	0	0	0	0	0	0	0	0	0
Hsd3b1	10	5	2	3	3	1	2	0	0
Hao2	1	0	1	1	21824	14757	1	269	0
RP23-265O19.1	0	0	0	0	48	35	0	1	0
RP23-265O19.2	0	0	0	0	0	0	0	0	0
RP23-346G22.1	0	0	0	0	0	0	0	0	0
Gm22341	0	0	0	0	0	0	0	0	0
Gm24216	0	0	0	0	0	0	0	0	0
Wars2	100	86	88	99	341	232	150	102	138
RP23-200E11.1	4	0	1	0	0	0	0	0	0
RP23-200E11.3	0	0	0	0	0	0	0	0	0
Mir6481	0	0	0	0	0	0	0	0	0
RP23-200E11.2	4	1	1	2	2	2	1	1	1
Tbx15	1	0	0	0	5	29	0	1853	1241
RP23-200E11.4	0	0	0	0	0	0	0	0	0
RP23-32L6.1	0	0	0	0	0	0	0	0	0
M6pr-ps	43	37	38	55	119	74	148	12	21
RP23-212F17.1	0	0	0	0	0	0	0	0	0
Gm22505	0	0	1	0	0	1	0	0	0
Spag17	0	0	2	0	3	0	0	1	0
Rpl36-ps7	0	0	0	0	0	0	0	0	0
Tra2b-ps	0	0	0	0	0	0	0	0	0
Spag17os	0	0	0	0	0	0	0	0	0
Wdr3	380	450	277	474	655	428	671	428	538
Gdap2	491	720	365	694	428	327	646	187	241
Gm25802	0	0	0	0	0	0	0	0	0
RP23-335A19.1	0	0	0	0	0	0	0	1	2
RP23-335A19.2	0	0	0	0	0	0	0	0	0
RP23-335A19.3	0	0	0	0	0	0	0	0	0
Fam46c	337	276	121	268	496	387	385	1786	710
RP23-356K2.3	0	0	0	1	7	0	0	0	3
RP23-356K2.5	5	11	11	8	19	12	8	7	12
Man1a2	778	754	461	780	1438	987	842	366	427
RP23-356K2.6	0	0	1	1	1	1	1	1	0
RP23-267O21.4	3	1	0	1	0	2	2	0	0
RP23-267O21.3	4	1	0	2	3	2	1	0	1
RP23-267O21.2	1	0	0	1	1	0	0	0	0
RP23-267O21.1	0	0	0	0	0	0	0	0	0
RP23-267O21.5	0	0	0	0	2	3	2	3	5
Gm23465	0	0	0	0	0	0	0	0	0
Vtcn1	15	9	22	8	31	7	16	5	4
Trim45	28	17	18	13	54	26	19	42	60
Ttf2	113	108	77	99	233	158	261	138	147
RP23-357D5.6	0	0	0	0	0	0	0	1	0
Cd101	1	2	0	2	5	10	35	31	40
Ptgfrn	35	34	27	25	247	130	99	138	232
RP23-434L7.5	0	0	0	0	0	0	0	0	0
RP23-434L7.1	0	0	0	1	0	0	0	0	0
Tpt1-ps1	1	2	0	0	4	0	6	2	4
RP23-434L7.3	0	0	0	0	0	0	0	0	0
Cd2	4	0	5	6	89	65	110	197	838
RP23-347G20.2	16	19	17	14	67	71	12	275	312
RP23-347G20.3	0	0	0	0	1	0	0	0	0
Igsf3	12	5	4	8	165	97	14	97	72
RP23-347G20.4	0	0	0	0	0	0	0	0	0
RP23-347G20.5	0	0	0	0	0	0	0	0	0
RP23-347G20.6	0	0	0	0	0	0	0	0	0
Atp1a1	6513	5741	4779	5191	52508	43598	6743	2703	1968
RP23-103P11.2	11	8	22	19	64	67	8	3	1
RP23-103P11.1	3	4	3	1	19	17	1	0	0
RP24-115G23.1	0	0	0	0	0	0	0	1	0
RP24-115G23.2	0	0	0	0	0	0	0	0	0
Mab21l3	7	1	0	0	51	38	28	1	16
Slc22a15	422	158	237	146	112	49	227	112	64
Nhlh2	0	0	0	0	0	0	0	0	0
RP23-226J22.2	0	0	0	0	0	0	0	0	0
RP23-226J22.3	0	0	0	0	0	0	0	0	0
Casq2	2	1	0	1	6	15	9	702	475
RP24-89C11.1	0	0	0	0	0	0	0	0	0
RP24-89C11.2	0	0	0	0	0	0	1	0	0
Vangl1	136	151	158	108	599	415	188	82	91
AC159255.3	0	0	0	0	0	1	0	0	0
RP23-191N23.1	0	0	0	0	0	0	0	0	0
RP23-63A19.1	2	0	0	2	0	0	2	0	0
RP24-409P22.1	0	0	2	0	0	0	0	0	0
RP24-409P22.2	2	0	0	0	7	4	1	2	4
Ngf	29	38	38	25	51	47	63	14	28
RP23-63A19.3	0	2	0	0	1	1	0	1	0
RP24-89D17.1	0	0	0	0	0	0	0	0	0
RP24-89D17.3	0	0	0	0	0	0	0	1	1
RP24-89D17.2	0	0	0	0	0	0	0	0	0
RP23-183L19.1	0	0	0	0	0	0	0	0	0
Tspan2os	0	0	0	0	0	0	0	1	2
Tspan2	31	11	23	19	115	110	48	203	168
Tshb	0	0	0	0	0	0	0	0	0
RP23-183L19.3	0	0	0	0	0	0	0	0	0
Sycp1	3	3	1	1	0	0	1	0	0
RP23-183L19.5	0	0	0	0	0	0	0	0	0
RP23-183L19.6	0	1	1	0	1	0	2	0	2
RP23-119F18.1	0	0	0	0	0	0	1	0	0
Nr1h5	49	37	70	37	0	0	118	0	0
Gm22826	0	0	0	1	0	0	1	0	0
Sike1	323	292	273	291	901	666	506	427	515
Csde1	4289	3932	3417	4248	8288	6069	5362	15790	11338
Nras	576	421	436	484	1008	761	1066	1204	813
RP23-106G24.2	3	5	4	2	9	7	4	11	10
Ampd1	0	0	0	0	1	158	0	11411	8097
Gm23820	0	0	0	0	0	0	0	0	1
RP24-409D4.3	0	0	0	0	0	0	0	37	27
Dennd2c	10	15	12	14	54	53	25	205	71
Bcas2	399	387	375	308	915	812	589	1200	978
RP24-409D4.2	0	0	0	0	0	0	0	0	0
2410024N13Rik	0	0	0	0	0	0	0	0	0
RP23-70G12.2	0	0	0	0	0	0	0	0	0
Trim33	356	381	251	400	937	714	584	307	283
RP23-70G12.3	3	2	0	0	3	4	0	1	0
Gm25009	0	0	0	0	0	0	0	0	0
Gm25869	0	3	1	2	2	1	0	1	1
Gm25199	0	0	0	0	0	0	0	0	0
Syt6	0	2	0	0	0	0	0	1	2
RP23-184N6.1	0	0	0	0	0	0	0	0	0
Atg4a-ps	122	72	61	94	270	210	174	259	164
Gm25325	0	0	0	0	0	0	0	0	0
AC123057.3	0	0	0	0	0	0	0	0	0
Olfml3	37	40	35	39	895	655	353	141	270
Gm10964	0	0	0	0	0	0	0	0	1
Hipk1	1454	1492	908	1263	2858	1872	1522	1753	1208
RP24-559G13.2	0	0	0	0	0	2	0	0	0
AC132567.2	2	1	0	1	0	0	0	0	0
RP24-559G13.1	0	0	0	0	2	1	0	0	0
Dclre1b	104	114	104	131	239	189	177	182	123
AC124698.3	1	1	1	0	22	16	2	3	5
Ap4b1	56	64	62	50	70	61	53	78	77
RP24-180F7.1	0	0	0	1	1	0	0	1	0
Bcl2l15	0	4	1	9	12	13	7	29	27
Ptpn22	14	5	10	6	326	232	460	475	761
AC124698.6	0	0	0	0	2	1	1	1	1
RP24-180F7.2	0	0	0	1	1	1	3	0	0
AC124698.7	0	0	0	0	0	1	0	0	0
Rsbn1	199	160	195	138	681	459	362	302	226
Phtf1os	9	14	20	11	34	21	15	21	9
Phtf1	131	130	93	133	524	392	223	192	183
Magi3	716	498	369	490	565	393	459	103	85
RP24-535M14.2	3	1	0	0	1	1	0	2	1
RP24-535M14.1	0	2	0	0	0	0	0	0	0
Gm23830	0	0	0	0	0	0	0	0	0
RP23-314M6.1	0	0	0	0	0	0	0	0	0
RP23-333I5.9	0	0	0	0	0	0	0	0	0
RP23-333I5.8	0	0	0	0	0	0	0	0	0
RP23-333I5.7	0	0	0	1	0	0	1	0	1
RP23-333I5.6	0	0	0	0	0	0	0	0	0
RP23-333I5.5	0	0	0	0	1	0	1	0	0
RP23-333I5.4	1	0	0	0	0	0	0	0	0
RP23-333I5.3	1	0	0	0	1	0	0	0	0
RP23-333I5.2	1	1	0	1	1	0	0	0	0
RP23-333I5.1	2	0	2	1	0	0	0	0	0
Gm23077	0	0	0	0	0	0	0	0	0
RP23-357D17.1	0	0	0	0	0	0	3	0	0
Lrig2	197	162	152	162	572	421	311	219	254
RP23-357D17.5	0	0	0	0	0	0	0	0	0
RP23-357D17.6	0	0	0	0	3	1	1	0	0
RP23-357D17.4	1	2	1	4	5	4	0	0	1
RP23-357D17.3	7	4	8	3	3	9	2	4	1
RP23-38L11.4	2	0	0	1	0	0	0	0	0
Gm26091	0	0	0	0	0	0	0	0	0
RP23-38L11.3	1	1	3	1	2	0	2	4	1
Slc16a1	989	1089	477	1130	886	796	1492	1837	1040
RP23-38L11.1	1	1	0	0	0	0	0	1	0
RP23-38L11.2	0	0	1	0	0	0	1	0	0
RP23-179B10.1	0	0	0	0	0	0	0	0	0
RP23-179B10.2	0	0	0	0	0	0	0	7	0
Gm24223	0	0	0	0	0	0	0	0	0
RP24-503L4.1	0	0	0	0	0	0	0	0	0
AC122831.1	16	16	15	14	37	16	53	28	25
RP24-503L4.2	0	0	0	0	0	0	0	0	0
Fam19a3	1	1	2	1	2	5	6	29	40
Ppm1j	7	3	7	2	24	31	25	299	362
Rhoc	161	111	101	120	1411	1233	901	593	979
Mov10	500	221	441	156	412	332	717	157	267
Capza1	837	790	552	932	1911	1475	2704	1482	1701
RP24-503L4.4	10	4	10	5	12	8	7	0	0
RP24-503L4.3	7	4	4	9	24	23	6	8	6
St7l	424	483	347	472	674	467	400	261	307
RP24-274H19.1	11	11	14	8	41	19	27	46	65
Wnt2b	5	3	0	0	3	9	3	2	26
RP24-274H19.3	0	0	0	0	0	0	0	0	0
RP24-274H19.5	0	0	0	0	0	0	1	1	1
Cttnbp2nl	72	60	42	84	567	447	844	188	202
RP23-434P15.1	0	0	0	0	0	0	0	0	0
Kcnd3os	0	0	0	0	0	1	0	0	0
Kcnd3	4	1	1	0	87	75	3	4	14
RP23-443O1.1	0	0	0	0	0	0	0	0	0
Ddx20	259	284	245	311	451	343	256	287	287
Fam212b	4	0	0	3	69	58	12	73	106
RP24-500I24.6	17	17	4	6	25	25	40	32	28
Rap1a	1152	920	707	865	1860	1445	2373	2265	2103
RP24-500I24.4	21	24	17	16	24	20	31	17	4
RP24-500I24.3	1	0	2	1	1	0	2	1	0
RP24-500I24.2	1	0	2	3	2	0	0	0	0
RP24-500I24.5	0	2	1	1	1	1	0	0	1
RP24-500I24.7	1	0	1	0	25	20	49	107	237
Adora3	0	0	0	0	2	2	1	6	2
Tmigd3	0	0	0	0	0	0	0	3	0
AC121847.1	16	8	15	11	48	52	213	225	123
Atp5f1	6912	6086	6188	5857	12452	9569	5130	13919	12307
Wdr77	340	370	344	285	487	381	339	588	553
RP23-169H9.3	2	5	0	3	9	2	4	3	1
Ovgp1	18	23	11	14	43	29	13	63	69
Pifo	0	0	0	0	0	0	0	18	5
RP23-169H9.6	0	0	1	0	2	0	1	1	1
RP23-169H9.5	0	0	0	0	0	0	0	0	0
Chil5	0	1	0	0	0	0	4	15	11
RP23-169H9.7	202	197	212	117	395	331	298	283	454
RP23-169H9.8	0	1	0	1	1	0	0	0	0
RP23-62K10.1	0	0	0	0	0	0	1	0	0
Chia1	0	1	0	0	3	4	0	23	10
Chil3	4	2	1	3	33	46	452	3159	92
RP23-169H9.9	0	0	0	0	0	0	0	0	0
Chil4	0	0	0	0	4	4	21	109	8
RP23-191E1.1	0	0	0	0	0	0	8	46	3
RP23-191E1.2	0	0	0	0	0	0	0	0	0
Chil6	0	0	0	0	2	1	0	0	15
RP23-175B15.2	0	0	0	0	0	0	0	0	0
RP23-175B15.1	6	0	3	2	50	44	94	43	144
Dennd2d	238	120	176	123	407	277	302	263	558
Cept1	1599	1327	921	1178	1271	921	1724	842	1040
Dram2	1597	1105	965	995	3561	2570	1940	1346	1389
RP23-164N7.2	0	0	0	0	0	0	0	0	0
RP23-164N7.3	54	28	15	14	48	44	58	9	3
RP23-164N7.1	0	0	0	0	1	0	0	0	0
Lrif1	242	257	175	174	803	604	389	372	346
RP24-481E4.1	28	12	7	11	57	36	15	6	0
Cd53	124	88	71	115	706	683	4395	1100	1781
Olfr266	0	0	0	0	0	0	0	0	0
RP24-481E4.4	0	0	0	0	0	0	1	0	0
RP23-469H5.2	0	0	1	1	0	0	1	0	0
Kcna3	0	0	0	0	7	10	8	6	1
RP23-469H5.1	3	0	7	2	67	57	117	251	68
RP23-469H5.3	0	0	0	0	0	1	1	0	0
Kcna2	72	38	51	54	13	20	18	72	116
Kcna10	0	0	0	0	0	0	0	4	0
Cym	2	1	1	2	42	37	3	0	3
RP23-332I1.2	1	0	0	1	0	0	1	5	3
Prok1	83	70	92	62	327	187	78	2	0
Lamtor5	507	448	558	436	1822	1467	763	864	1162
Slc16a4	0	2	3	0	1913	1348	1	24	4
Rbm15	316	333	216	298	379	299	353	331	267
RP23-332I1.7	0	0	0	0	0	1	1	1	0
Gm24383	0	0	0	0	0	0	0	0	0
Kcnc4	2	2	0	0	0	5	4	426	460
Slc6a17	0	0	0	0	329	259	0	16	22
Ubl4b	0	0	0	0	0	0	0	0	1
Alx3	0	0	0	0	0	0	0	0	0
Strip1	367	347	310	270	933	803	442	486	592
Gm10961	0	0	0	0	0	0	0	0	0
Ahcyl1	2190	2169	2053	1925	4981	3855	1900	959	1172
Csf1	147	121	131	71	278	268	368	220	414
RP23-455E11.2	0	0	0	0	0	0	0	0	0
RP23-455E11.1	0	0	0	0	0	0	0	0	0
RP23-313F7.2	58	62	63	51	141	92	103	189	266
RP23-313F7.8	0	0	0	0	0	0	0	0	0
Eps8l3	0	0	1	0	98	70	0	3	0
RP23-313F7.4	0	0	0	0	3	0	0	0	0
AC079042.1	61	74	66	60	607	450	81	59	57
Gstm5	169	162	185	166	3735	2688	226	996	1366
RP23-313F7.6	0	0	0	0	0	0	0	0	0
RP23-214E3.1	0	0	0	0	0	0	0	0	0
Gstm7	1020	891	994	744	256	237	1005	57	111
Gstm6	2373	2087	2054	1836	82	63	2539	16	45
RP23-214E3.4	8	2	4	2	0	0	15	1	1
Gstm3	1894	2848	2143	3042	381	214	13602	46	204
RP23-214E3.10	6	4	2	0	1	0	1	3	7
Gstm2	1336	1257	1057	1162	2487	1091	3584	1375	2991
RP23-313F7.7	0	0	0	0	0	0	0	0	0
Gstm1	33690	41997	31109	41517	15521	9555	49888	2473	11476
RP23-214E3.11	1	3	4	0	3	0	7	0	1
RP23-214E3.12	17	20	19	17	26	19	20	13	19
RP23-214E3.9	3	14	3	10	12	5	26	9	18
Gm25592	0	0	0	0	0	0	0	0	0
Gstm4	1442	1089	1146	1223	236	158	985	176	219
Ampd2	836	783	514	687	573	426	641	285	184
RP23-89M15.2	14	18	16	13	15	8	10	1	1
Gnat2	34	27	27	21	7	2	31	8	2
Gnai3	2058	2170	1382	2243	2793	2045	2443	908	788
Gpr61	0	0	0	0	0	1	0	0	3
RP23-89M15.11	0	0	0	0	0	0	0	0	0
Amigo1	230	198	164	170	458	367	121	340	369
Cyb561d1	140	94	112	129	197	174	152	105	145
Atxn7l2	36	26	32	33	426	417	33	86	65
Sypl2	2	0	0	0	699	610	1	2230	2370
RP23-89M15.15	0	0	0	0	35	23	0	4	9
RP23-89M15.10	0	0	0	0	3	1	1	9	2
RP23-89M15.12	0	0	0	0	1	0	1	0	0
Psma5	1337	1218	1178	1161	1247	940	1539	1813	1785
RP23-27B23.4	1	0	0	0	0	0	0	0	1
Sort1	672	177	411	192	1329	993	663	1293	1618
RP23-27B23.9	1	0	0	1	1	1	0	1	1
RP23-27B23.5	0	0	0	0	0	0	0	3	3
Mybphl	0	0	0	0	1	0	1	1	0
RP23-27B23.7	0	0	0	0	1	3	1	3	1
Psrc1	3	0	2	1	52	56	46	43	32
Celsr2	16	11	7	4	1058	881	4	120	113
Sars	1138	1227	1055	1184	2602	2087	1294	1533	2076
Gm22942	0	0	0	0	0	0	0	0	0
RP23-37G19.3	0	0	0	1	0	0	0	0	0
RP23-37G19.2	19	5	5	10	19	17	16	2	4
Gm23336	0	0	0	0	0	0	0	0	0
RP23-128G10.6	0	0	1	0	2	1	0	0	0
RP23-128G10.1	0	1	0	0	0	2	0	0	0
Scarna2	1	1	1	2	6	2	5	8	8
RP23-128G10.7	0	0	1	0	0	0	0	0	0
Tmem167b	780	596	455	572	1170	929	820	471	465
Gm22860	0	0	0	0	0	0	0	0	0
Taf13	419	406	294	412	593	428	331	766	645
Wdr47	42	48	42	48	405	320	80	139	120
RP23-128G10.5	0	0	1	1	4	2	6	2	5
Clcc1	967	883	767	907	1328	1071	1079	637	686
Gpsm2	320	214	266	222	123	127	346	343	77
RP23-217I18.6	0	0	0	0	0	0	0	0	0
Aknad1	0	0	0	0	1	0	0	15	2
Stxbp3	505	403	430	355	1316	1019	1139	1147	719
Fndc7	1	1	1	3	18	18	43	15	28
RP23-316M11.8	2	0	2	2	5	7	13	6	9
Prpf38b	882	929	1118	756	2042	1758	1598	1409	1217
Henmt1	0	1	0	0	7	8	1	1	0
Gm9857	0	0	0	0	1	0	0	0	0
Fam102b	41	28	19	29	1032	807	295	336	433
RP23-316M11.10	0	0	0	0	0	0	0	0	0
Gm44384	0	0	0	0	0	0	0	0	0
RP23-288B16.2	0	0	0	0	0	0	0	0	0
Slc25a54	0	0	0	0	0	0	0	0	0
RP23-288B16.4	0	2	2	2	11	4	15	15	17
Slc25a24	26	9	16	19	256	129	236	356	200
RP23-64M1.2	0	0	0	0	0	0	0	0	0
Vav3	18	9	11	12	438	351	154	147	70
Ntng1	0	0	0	0	5	2	0	2	8
Gm25681	0	0	0	0	0	0	0	0	0
RP23-90O18.2	1	0	1	0	0	0	1	0	0
RP23-327M1.2	0	0	0	0	1	0	0	0	0
Prmt6	106	110	113	128	241	213	135	88	112
RP23-327M1.1	23	36	43	34	71	47	35	14	21
RP23-440G4.1	0	0	0	0	0	0	0	0	0
RP23-440G4.2	0	0	0	0	0	0	0	0	0
RP23-43A4.1	0	0	0	0	0	0	0	0	0
Gm26076	0	0	0	0	0	0	0	0	0
RP24-366N1.1	0	0	0	0	0	0	0	0	0
RP24-223F21.1	0	0	0	0	0	0	0	0	0
RP24-230D18.1	0	0	1	0	0	0	3	2	0
RP23-14C8.1	0	0	0	0	0	0	0	0	0
RP23-14C8.2	0	0	0	0	0	0	0	0	0
RP24-93G19.1	0	0	0	0	0	0	0	0	0
Gm25519	0	0	0	0	0	0	0	0	0
RP24-325G15.1	0	0	0	0	0	0	0	0	0
RP24-325G15.2	27	14	15	12	22	22	58	25	57
RP23-117K10.1	0	0	0	0	0	0	0	0	0
RP24-221P14.1	1	2	1	3	0	1	0	1	0
RP23-430D14.1	108	94	76	127	85	91	58	73	41
Utp14b-ps1	0	0	0	0	0	0	0	0	0
RP23-470O13.2	0	0	0	0	1	0	2	0	1
RP23-470O13.1	0	0	0	0	0	0	0	0	0
Amy2b	5	11	3	10	1	1	5	3	63
Amy2-ps1	0	0	0	0	0	0	0	0	1
Amy2a5	10	17	1	5	3	3	0	16	718
Amy2a4	10	17	1	5	3	3	0	16	718
Amy2a3	10	17	1	5	3	3	0	16	718
Amy2a2	10	17	1	5	3	3	0	16	718
Amy2a1	0	6	0	5	3	1	0	0	62
Amy1	4923	5575	3752	5201	280	351	4389	2592	2509
Rnpc3	209	267	260	218	632	478	312	147	118
RP24-237D17.3	0	0	0	0	0	0	0	0	0
RP24-182K13.1	0	1	0	1	2	1	2	0	0
RP23-256J12.1	0	0	0	0	1	0	0	0	0
Col11a1	0	0	0	0	3	5	0	20	4
RP23-281B17.2	0	0	0	0	0	0	0	0	0
Gm23750	0	0	0	0	0	0	0	0	0
RP23-292P14.1	0	0	0	0	0	0	0	0	0
Olfm3	80	31	53	38	578	420	185	7	1
RP23-231J6.1	0	0	0	0	0	0	0	0	0
Gm22337	0	0	0	0	0	0	0	0	0
Gm25347	1	0	0	0	0	0	0	0	0
RP23-238A12.1	0	0	0	0	0	0	0	0	0
S1pr1	1414	912	648	899	429	478	934	933	1273
RP24-80G20.3	3	2	6	1	2	1	1	4	6
RP24-155C13.1	117	136	144	141	157	104	120	172	236
Dph5	131	172	161	149	198	171	179	206	283
RP24-155C13.8	0	0	0	0	0	0	0	0	0
RP24-155C13.6	0	0	0	0	0	0	0	0	0
RP24-155C13.7	0	0	0	0	0	0	0	1	1
Slc30a7	590	458	484	462	818	687	891	250	399
RP24-245I16.1	0	2	3	2	0	1	1	1	0
RP24-155C13.3	2	3	5	1	3	3	4	0	0
Mir669n	0	0	0	0	0	0	0	0	0
Extl2	223	119	142	160	548	369	289	224	224
Gm26344	0	0	0	0	0	0	0	0	0
Vcam1	131	153	72	326	990	973	4631	2009	1555
RP24-245I16.3	0	0	0	0	0	0	0	1	0
RP23-93F11.2	0	0	2	0	0	0	2	1	0
RP23-93F11.1	0	0	0	0	2	0	0	0	0
RP23-93F11.4	0	0	0	0	63	45	0	0	0
Gpr88	0	1	0	1	4	3	1	7	14
Cdc14a	19	14	16	10	234	229	121	320	153
RP23-75J20.1	0	0	0	0	0	0	0	0	0
Gm22361	0	0	0	0	0	0	0	0	0
Gm26358	0	0	0	0	0	0	0	0	0
Rtca	206	183	160	178	651	468	303	614	554
Gm26530	0	1	1	0	1	0	0	0	0
Dbt	1869	1514	1381	1536	3014	2040	1373	589	571
AC025622.3	94	108	84	93	157	121	117	72	60
RP23-453M11.3	1	0	0	0	0	0	0	1	1
RP23-453M11.1	247	143	163	143	519	406	467	534	432
Lrrc39	14	8	5	6	23	35	23	908	744
RP23-453M11.4	10	10	13	8	32	29	16	13	8
Trmt13	123	117	155	103	199	192	185	94	108
Sass6	26	33	28	35	86	67	225	94	63
RP24-565B3.4	0	0	0	0	2	3	0	1	1
Mfsd14a	556	498	391	494	1355	1022	792	523	350
RP24-565B3.2	1	2	0	1	2	1	10	2	2
RP24-565B3.5	0	0	0	0	0	0	0	0	0
RP24-565B3.3	0	0	0	0	0	0	2	0	0
Slc35a3	1167	964	772	883	2778	2136	1186	351	249
Agl	1498	950	841	894	1457	1144	1080	7048	4639
RP24-423B3.1	0	0	0	0	0	0	0	0	0
RP24-423B3.2	0	0	0	0	0	0	0	0	0
RP24-539I8.1	0	2	1	0	0	1	0	0	0
CH25-626J19.1	0	2	0	0	0	0	0	0	0
Frrs1	570	563	574	514	2262	1692	821	328	159
Palmd	849	919	744	962	130	163	493	467	504
RP24-370B22.3	26	17	18	25	2	2	6	4	11
AC170869.2	0	0	0	0	0	0	1	0	1
RP24-341P14.2	0	0	0	0	0	0	0	0	0
RP24-341P14.1	4	3	8	11	0	0	5	1	0
RP24-83G17.1	0	0	0	0	0	0	0	0	0
RP24-83G17.2	1	0	0	0	0	0	0	0	0
RP23-173L24.3	16	16	17	16	30	25	20	54	69
RP23-173L24.2	0	0	0	0	0	0	0	0	0
Plppr4	0	0	0	0	77	41	11	2	4
Gm22408	0	0	0	0	0	0	0	0	0
Plppr5	7	0	4	1	5	3	7	1	5
Snx7	355	251	198	272	2059	1450	463	142	132
Gm24811	0	0	0	0	0	0	0	0	0
CH25-626J19.2	0	0	0	0	0	0	0	0	0
RP24-294N3.1	0	0	0	0	0	0	0	0	0
RP23-14P23.2	2	0	1	1	0	0	2	0	0
Mir137	0	0	0	0	0	0	0	0	0
Gm24155	0	0	0	0	0	0	0	0	0
RP23-14P23.3	0	0	0	0	0	0	0	0	0
RP23-14P23.8	4	1	1	3	0	0	0	0	0
RP23-14P23.9	9	8	5	6	0	0	9	0	0
RP23-14P23.10	0	0	0	0	0	0	0	0	0
Dpyd	12320	9423	6952	9697	1907	1342	6824	88	106
RP24-173A7.2	1	1	0	1	0	0	0	0	0
Gm23432	0	0	0	0	0	0	0	0	0
RP23-235E15.1	532	482	660	454	1062	787	904	2264	3764
Ptbp2	218	192	176	169	626	565	256	527	299
RP23-235E15.5	11	9	4	7	31	19	15	5	2
RP23-235E15.6	8	4	6	7	41	35	14	1	2
RP23-235E15.7	0	0	0	0	0	0	0	0	0
Gm24744	0	0	0	0	0	0	0	0	0
Gm26137	1	0	0	0	0	0	0	0	0
RP23-427K12.1	0	0	0	0	0	0	0	0	0
Gm23733	0	0	0	0	0	0	0	0	0
RP24-158L2.1	0	0	0	0	5	3	0	0	0
Gm25013	0	0	0	0	0	0	0	0	0
RP23-324P1.1	0	1	0	0	0	0	1	0	0
RP24-295P14.2	705	594	533	484	220	202	396	55	103
RP24-295P14.1	0	0	0	0	0	0	0	0	0
Rwdd3	117	29	119	52	160	143	124	76	111
RP24-210J6.4	0	0	0	0	0	0	0	0	0
RP24-210J6.2	2	0	0	0	2	1	0	1	1
Tmem56	5000	4213	2056	4402	664	477	2712	870	425
RP24-291L17.1	2	1	2	1	0	1	1	0	0
RP24-291L17.2	0	0	0	0	0	0	0	0	0
Alg14	329	262	206	301	384	298	352	202	316
Gm26027	0	0	0	0	0	0	0	0	0
RP24-277J22.6	0	0	0	0	0	0	0	0	0
RP24-277J22.4	1	2	2	3	5	3	1	0	2
Cnn3	2927	2070	1997	2165	5507	4276	2136	672	825
RP24-277J22.3	5	10	7	8	9	12	9	5	7
Slc44a3	142	111	130	104	351	287	207	29	113
RP23-30A13.2	81	81	114	79	58	67	56	73	240
RP23-30A13.1	1	2	4	0	93	68	9	2	3
RP24-131O15.1	0	0	0	0	0	0	0	0	0
RP24-404P10.3	0	0	0	0	0	0	0	0	0
RP24-404P10.4	0	0	0	0	0	0	0	0	0
RP24-404P10.2	0	2	4	3	23	8	3	0	5
F3	102	96	99	106	574	383	76	155	212
RP24-404P10.8	9	5	7	4	4	4	3	0	3
