Geneid	Length	genome_mapping/Control1.rn6.sorted.bam
Cyp4a2	2019	0
Lpar6	1810	380
Rgs18	708	134
Ivns1abp	1365	1894
Irf2	1368	498
Eif3a	5127	5111
Ffar4	1388	1
Spred1	1335	390
Aph1b	1281	364
Amz1	1506	235
Klhl5	3403	1451
Spred2	1229	229
Nop16	1066	532
Fig4	3140	1068
Zhx3	3597	702
Cops7a	2151	1618
Ythdf2	2726	767
Tmprss9	3341	35
Adamts7	5643	391
Cadm2	1129	193
Cadm3	1191	939
Nr2c2ap	1520	414
Cadm4	1106	2489
Lbx1	1164	12
Spout1	1594	291
Dbndd2	1164	2818
Pomt2	3097	529
Crtc1	1893	487
Rundc3b	3596	124
Sptssa	1251	920
Shmt1	2046	248
Rpa1	2043	857
Dhx8	3633	672
Pcnp	610	857
Wdr83	1168	236
F11	1671	0
Gpat4	3139	1537
Thoc1	1500	450
Galns	1575	298
Bclaf1	3207	2074
Arrdc4	943	207
Chid1	1417	558
Dtx4	966	396
Sfr1	1354	1394
Ube2e3	1674	1182
Srxn1	2878	1145
Znfx1	6099	910
Pkn3	2879	977
Ndufa8	610	1165
Mrps33	587	415
Dppa3	708	2
Cntnap5a	1923	2
Cntnap5c	3921	32
Mtap	1176	194
Ppie	808	265
Arhgap5	3738	980
Ifrd2	1960	274
Cntnap5b	3924	20
Rtraf	891	1807
Arsg	1581	155
F5	6045	728
LOC306079	1065	2
Slc25a15	1615	179
Arsi	1722	117
LOC307727	313	0
Mrpl49	501	297
Arse	1836	602
Ilf2	1442	942
Arsj	1794	24
Wdr75	1950	430
RGD1310507	1386	20
LOC317165	1330	1
Shroom2	6986	1362
LOC317456	807	0
Ormdl3	543	492
RGD1359290	703	34
Fyttd1	3220	1464
Naa25	2913	329
Ankle2	2830	589
Zc3h11a	2691	1719
LOC360933	1045	0
Bub3	1331	1097
Srsf3	2871	2026
Mrps28	708	93
Mfsd8	1588	231
Morn5	1107	120
Sqor	1599	460
Sdhaf3	336	48
Rapgef5	5419	1815
Syncrip	1644	767
Arsk	1692	229
Bank1	3119	4
LOC367117	606	0
LOC367195	451	4
LOC498084	1207	0
LOC498152	817	0
LOC498155	1176	0
LOC498231	690	6
LOC498236	2778	8
LOC498308	663	0
LOC498339	576	0
LOC498460	327	0
LOC498705	465	2
LOC498836	372	0
LOC498971	423	0
LOC499136	702	0
LOC499219	432	0
LOC499407	2699	48
LOC499469	452	0
LOC499530	418	0
LOC499541	384	0
LOC499542	477	1
LOC499544	606	0
LOC499565	390	0
LOC499573	438	0
LOC499584	696	0
LOC499715	1005	0
LOC499796	1848	0
LOC499843	831	0
LOC500028	675	0
LOC500035	666	0
Ier3ip1	391	0
LOC500350	1230	0
LOC500594	876	0
LOC500702	501	0
LOC500846	1335	1
LOC500877	530	10
LOC500948	648	0
LOC501038	388	12
LOC501233	597	0
LOC501618	336	1
Mis12	661	207
LOC680227	1191	1
LOC690435	1047	0
LOC685391	492	0
LOC685406	333	1
LOC689713	1074	0
LOC689840	972	0
Nmnat2	1239	271
Tmem230	1586	694
Cdc42ep3	1904	328
RT1-M5	1074	0
Reep2	1888	775
Clec2g	624	32
Sh2b1	3075	1116
Rragc	2525	2602
Agmat	1270	7
Kirrel3	3636	173
Ino80b	1143	71
Ubl5	463	1511
Bola1	745	91
Gpr17	1020	480
Pkib	1550	108
Lilra5	1146	39
Piezo1	8205	2736
Caln1	786	33
Ttc39c	1953	288
Clca4l	2885	204
Gtf2h2	1371	303
Lnpk	1506	411
Lrrc52	1422	1
Bex2	775	488
Mrps22	1191	508
Cnpy2	999	1102
Rgs16	600	320
Bves	1480	10
Rpl38	305	2154
Acbd5	1545	504
Gadd45g	1059	935
Plcb1	5213	513
Cfd	836	254
Mpc2	908	1081
Ptgir	1360	29
Prkacb	1122	697
Cd3g	617	15
Ddx4	3009	1
Prdm2	6150	1333
Ctrc	880	60
Edn3	737	42
Elavl4	3873	201
Myl1	1059	10
Mrps24	788	278
Urgcp	3476	684
RGD1308065	1583	20
Ccdc68	1384	6
Drap1	1408	1395
Slc39a4	2214	61
Eif3j	1813	736
Zc3h12a	2544	204
Cstf3	2001	323
Rad18	1714	155
Hlx	2114	255
Trim72	2329	36
RGD1560212	1669	1060
Pacrg	1195	59
RGD1562433	1877	0
Med22	1333	51
Bpifb1	1601	6
Tex47	2726	2
Spesp1	1557	1
Btbd6	2134	712
Shisa4	594	1121
Tmem134	911	770
Tpmt	820	390
Chit1	2394	31
Cxxc1	2311	831
Rrs1	1623	276
Cdc42ep1	2236	1328
Cfap206	2204	30
Shtn1	3495	817
Rexo5	2519	89
Gtsf1	678	4
RGD1564149	1507	16
Acot5	1863	0
Gpr18	1332	58
Rad51ap1	1980	165
Kdm4d	2329	2
Prpf6	3036	1440
Slc15a1	3131	2
Galnt18	2515	190
Vwa3a	4142	105
Cuedc2	1513	471
Ing4	1590	709
Mmp28	1578	18
Sephs2	2317	1226
Gprc5a	2063	207
Magee1	3548	560
Apex2	1853	168
Dusp14	1528	45
Plekha1	3654	2861
Rbfox2	1938	274
LOC367975	1406	0
Heatr6	3759	350
RatNP-3b	537	300
Aup1	1425	1572
Rab5b	3267	4532
Pbk	1813	391
Bbx	2964	167
Lmf2	2716	1603
Habp4	1423	562
Gtf3c5	2724	520
Sema3b	2513	1174
Zfp426	2919	341
Acsbg2	2613	2
Anapc5	2364	5270
Dhcr24	1551	1353
Ptpn20	3017	1
Prr5l	2318	734
Cep85	4490	718
Tmub1	1426	412
Zfp652	2641	289
Ucn3	523	4
Tmem30b	3076	13
Car12	1065	23
Tctn2	2400	196
Ppip5k1	5485	787
Tas2r139	960	0
Zfp639	1796	264
Cryga	616	6
Tas2r120	888	0
Tas2r124	930	0
Tas2r109	963	0
Pik3r6	2271	237
Cactin	2594	404
Fam72a	450	46
Fbxw9	1911	224
Crygc	623	0
Pou5f2	1235	0
Gnl3l	1810	809
Klc1	2382	5544
Tbc1d10c	1711	18
Fbxw17	1723	145
Rnf144a	1657	262
Igf1	1925	1256
Hnrnpd	1702	2106
Spint2	1342	625
Trim21	1416	158
Fastkd3	2263	302
Nit1	1450	1037
Rasgrp2	2226	208
Trpc4	3127	16
Slc30a2	3151	4
Chmp1a	2096	1658
Stk38l	2404	604
Pinx1	996	152
Tomm40l	927	239
Celf2	2049	781
Pds5a	4030	1076
Gria2	6856	1105
Ccdc92	1953	945
Selenop	2161	17273
Spx	1555	1
Prl3d2	927	0
Rev3l	10689	774
Apoc2	501	3
Wls	3687	5653
Kif2c	2894	460
Gjc1	1594	156
Tas2r140	939	0
Clec2d2	702	18
Klrb1c	654	4
Clec2dl1	702	34
Klrb1	645	0
Mpnd	1545	817
Ddi1	1848	0
Selenoo	2464	336
Sav1	2046	809
Tlr7	3466	1042
Tead3	2557	209
Mpv17	1508	450
Hras	1371	533
Zbtb24	3769	192
Ercc6l	4000	172
Necab3	1772	110
Rprd1b	3573	520
Serf2	2425	4380
Dhx58	2373	195
Prkrip1	1375	266
Zfhx2	8945	228
Lyg1	798	0
Wdr35	4194	720
Tbpl2	1035	0
Vom2r2	2037	0
Vom2r4	2524	1
Vom2r6	2526	0
Vom2r3	2526	0
Vom2r1	2519	0
Vom2r5	2529	0
Vom2r7	1648	0
Vom2r8	2580	0
Vom2r9	2601	0
Vom2r59	2571	0
Vom2r30	2321	0
Vom2r69	2550	0
Vom2r10	2577	0
Vom2r11	2595	0
Vom2r26	2556	0
Vom2r28	2512	0
Vom2r35	2103	1
Vom2r57	2579	0
Vom2r38	2377	0
Vom2r70	2532	0
Vom2r58	2574	0
Vom2r60	2595	3
Vom2r68	2553	0
Vom2r25	2583	0
Vom2r36	2376	1
Vom2r56	2582	0
Vom2r67	2040	0
Vom2r73	2532	0
Vom2r37	2379	0
Vom2r12	2562	0
Vom2r13	2562	1
Vom2r15	2574	0
Vom2r17	2556	0
Vom2r19	2574	0
Vom2r24	2586	0
Vom2r54	2367	0
Vom2r55	2372	0
Vom2r29	2487	0
Vom2r33	2365	0
Vom2r44	2670	46
Vom2r63	2559	0
Vom2r41	2109	0
Vom2r46	2477	0
Vom2r52	2488	0
Vom2r79	2595	0
Vom2r76	2592	2
Vom2r47	2475	1
Vom2r50	2574	0
Vom2r61	2563	0
Vom2r62	2561	0
Vom2r51	2565	0
Vom2r42	2562	0
Vom2r43	2544	0
Vom2r64	2561	0
Vom2r48	2571	0
Vom2r49	2565	0
Vom2r71	2556	0
Vom2r72	2532	0
Vom2r77	2550	1
Abracl	679	648
Vom2r23	2589	0
Vom2r65	1974	0
Vom2r16	2550	1
Vom2r22	2577	0
Vom2r34	2270	0
Vom2r78	1956	0
Pigp	540	353
Lilrc2	1034	18
Pam16	522	297
Eif4a3	1490	1466
Noxa1	1378	7
Kctd8	2840	40
Arx	2724	7
Tmem38a	1450	160
Nup153	6206	1476
Mrps7	998	667
Ccnc	3307	862
Wnt7a	3150	371
Ccnf	3313	652
Hip1	7376	3358
Nectin1	5664	486
Ces2e	2236	0
Ptpn4	10570	961
Tradd	1333	392
Slc5a11	2069	434
Myh8	5670	2
Gjd4	1086	0
Rimbp2	6862	601
Wnt5b	2122	138
Mc2r	1148	4
Hcfc1r1	632	1358
Gnptg	1175	672
Ctdnep1	1505	1422
Spop	2414	1673
Hoxb9	937	45
Pkp2	2081	52
Usp16	2887	764
Gbe1	2822	813
Gadd45gip1	1212	503
Asna1	1350	1410
Cdk18	1486	989
Zmiz2	4368	615
Oxsm	2744	247
Psmc6	2372	1475
Osgep	1271	268
Riok1	2081	339
Gpld1	3188	304
Cep76	2724	205
Slc25a46	2917	754
Kctd1	3431	411
Aars	3363	4435
Hs2st1	4117	2541
Gga2	2811	985
Ric8a	2542	1202
Phlda2	705	1
Otp	1391	7
Pcdh18	4890	149
Frzb	2739	230
Rag2	3546	0
Tmx4	4951	1898
Dlx1	2757	2
Anapc2	2667	2004
Nacc2	3165	2039
Rpl7	849	8111
Col15a1	5193	2109
Magoh	653	415
Pabpc4	2611	1736
Sdhb	970	2104
Iah1	914	831
Nova1	3514	653
Eif2s3	3672	3909
Dusp7	3124	1072
Rbm5	2995	2513
Mrps9	1402	473
Slu7	2256	902
RGD1304587	1272	170
Gtf2e1	2880	492
Olig2	2650	1017
Tiam1	6853	330
Rwdd2b	2147	221
Nrip1	7910	581
Castor2	6852	581
Hook2	2596	214
Gorab	2468	341
Lin54	4313	555
Peli1	2383	292
Otx2	2339	0
Fbxl3	3276	1389
Kat6a	8969	2137
Iars	4494	1219
Zkscan8	8811	594
Mpp7	1892	67
Akr1c19	1355	135
Apbb1ip	2488	1279
Uba2	2613	579
Cfap161	1392	13
Ppfibp2	3388	829
Pign	4128	463
Rce1	1415	316
March9	1484	121
Ints2	5915	444
Tph1	3897	19
Mr1	1455	99
Scamp1	3522	1677
Trim23	3294	689
Pou2f1	2565	54
Lamc2	5157	42
Mtnr1b	1858	0
Lrrcc1	3532	436
Fxr2	2644	1853
Foxn1	2346	0
Pigx	970	292
Poglut1	2918	877
Sidt1	3912	116
Nacad	4362	2429
Megf10	4054	1206
Hspa9	2834	2945
Cdc23	3281	955
Ripor1	4130	1333
Ctr9	4234	1517
Eif3c	3037	4445
Gfm2	3201	651
Schip1	2353	1567
Mtx1	1448	840
Smap2	2844	2123
Atl2	2835	477
Tspan6	1615	794
Mapk8ip3	3969	3368
Map2k3	2330	254
Mepce	3104	55
Kdm2b	5185	602
Ralgps2	1547	131
Pbx1	6768	956
Fcrla	1205	33
Klhdc8a	3199	64
Sh3bp2	2860	842
Clybl	1227	119
Myh14	6443	1981
Numa1	7761	3387
Tnpo1	8281	3214
Eif5a2	4871	1282
Zfp131	2427	535
Sfrp2	1977	327
Wdr47	4102	852
Extl2	1990	383
Slc27a4	3067	1245
Zer1	4191	1731
Nrf1	1869	267
Lck	1953	45
Alg2	3025	1449
Rap1gap	3298	967
Sos1	6018	936
E2f6	2178	779
Dcaf5	5497	775
Ap3d1	4766	3820
Lingo1	2484	258
Adpgk	2579	1262
Camp	585	163
Exosc7	1017	214
Rufy1	2665	1185
Ccdc43	2283	437
Tepsin	2776	525
Nipsnap1	1886	652
Nudt18	1388	419
Lpcat1	3608	983
Abhd17c	2179	562
Syvn1	2957	1137
Mta2	2989	2074
Col6a2	3601	8807
Trpc4ap	3145	3397
Mxd1	2633	532
Suclg2	2212	1842
Bms1	4006	967
Ndufa9	1228	1264
Inpp5b	3809	718
Ttc7a	4482	1159
Pias4	2407	439
Mybpc1	3911	77
Retreg2	2541	1676
Havcr2	2763	273
Bloc1s4	1301	227
Arrdc1	1579	766
Esf1	3404	581
E2f1	2643	316
Aicda	1271	1
Hyal4	3266	0
Nanog	2358	0
Nudt16l1	1264	539
Gjc2	2081	1971
Hoxb4	1768	92
LOC498222	2866	0
Ptpn13	8258	1130
Tdrp	2414	273
Rpf1	1291	311
Aplp1	2237	15417
Cd99	599	1493
Tmem41a	1417	211
Fscn1	2369	4152
Rnpc3	1791	323
Marc1	1944	41
Cldn12	3479	544
Gtpbp10	1653	239
Ccne1	1929	210
Flt3	3672	152
Wdr44	4020	324
Hint3	960	297
Cenpf	10064	963
Sympk	4031	1480
Psmd8	1520	1889
Mtch1	1783	5156
Ppa1	1312	755
Fcgr1a	1249	688
Pla2r1	5599	27
Zmynd8	4005	1681
Txndc12	1314	1074
Lamb3	4076	29
Col9a1	3813	49
Sptbn4	8736	474
Mtmr10	4644	1900
Abl1	6158	554
Kmt2e	7036	2679
Zfp746	3691	553
RGD1310587	2700	472
Top2b	3929	1837
Scgb1b30	401	0
Slc25a16	3172	451
Fam13a	2390	181
Galnt16	3857	1125
Sept12	1296	0
Cfap157	1706	274
Map3k9	3638	156
Sema3g	3626	345
Myl9	999	1134
Tmem259	2052	1408
Gxylt1	6718	1163
St6gal2	1800	3
Shroom3	6781	266
Grsf1	2696	1674
Wdr20	4155	302
Atf1	2110	942
Mtf2	2549	291
Ss18	2954	1937
Snta1	2099	603
Brd4	7037	2582
Hoxc9	917	51
Fam129c	2383	15
Prkaca	2227	1631
Pomp	445	1495
Gpr39	1616	0
RGD1562638	4332	0
Rspry1	2279	343
Aass	3172	84
Lmod2	2213	0
Mroh7	4161	118
Scap	4273	1967
Nyx	1971	42
Cfap52	2226	100
Appbp2	6384	1836
Aebp1	3793	6693
RGD1305110	2455	463
Pard6g	1149	100
Arhgef37	4474	367
Vps13a	11144	1054
Pbxip1	2977	3081
Mtfr1	1066	47
Tmem127	4361	2040
RGD1311084	1511	68
Efnb3	3114	281
Siva1	1681	247
Myl6l	612	0
Ncf2	1584	592
RGD1563667	1894	1
Hipk1	7996	3984
Aqr	4841	1047
Spidr	3118	234
Mtus2	1537	45
Rspo3	1006	34
Zfp14	3308	11
Etv3l	1756	0
Stpg2	2063	2
Tmem65	2910	1135
RGD1559714	1824	0
Rtl8a	1213	1029
LOC679149	1442	71
Mapre2	2440	4208
Hacd1	926	99
Pou6f2	2411	1
Kcne5	616	84
Vipas39	2376	1004
Psmf1	1385	843
Pja1	2105	1299
LOC683313	2117	0
Fgfr1op	1456	237
Tlr8	3381	628
Echdc3	1355	43
Ndufv3	1535	725
LOC686288	1392	0
Atg4d	1939	539
Ajap1	2405	98
LOC687399	1449	18
Lrrc75b	995	146
LOC688090	792	0
Oaz3	863	11
LOC689757	789	17
Olr1867	1223	0
Krt83	1488	1
Foxc2	2703	397
Ampd2	3363	747
Pds5b	7181	1478
March11	1557	16
Cldn6	1544	1
Nts	798	69
Svs6	541	0
Uck2	1575	432
Irx6	2490	13
Svs3b	1241	0
Prnd	537	6
Cxcr6	1790	4
Parp9	3152	1025
Kifc3	3331	1139
LOC691995	1474	707
LOC100125362	5599	395
Fbxl13	2155	11
LOC100125364	2541	461
LOC100125367	1970	75
Ces1f	1899	0
Pnrc2	1874	2569
Adat3	1370	95
Nudcd3	1058	48
LOC100125384	1470	0
Mroh1	1457	277
Prr15	1417	25
Ephb1	4625	875
Kcnmb3	1636	2
Jrk	3387	225
Hnrnpa2b1	1058	5764
Sephs1	5245	909
Sema3d	4922	805
Sobp	2595	247
Rs1	675	0
Mrvi1	6378	307
Mdfic	3402	776
Prps1l1	1691	0
Cad	7125	904
Grm2	4580	5
Grm3	3384	285
Prkca	3701	903
Wnt1	2360	3
Wnt3	2939	7
Crabp1	755	28
Dpysl2	4370	9754
Vps35	3192	4225
Mip	2378	0
Nfkbia	1566	1831
Notch1	9407	2483
Ubtf	4736	1901
Rasa2	2556	171
Ccng2	2472	564
Ptpmt1	1629	369
Psmb5	852	1321
Nthl1	1084	196
Dpf1	2349	136
Rps28	339	2163
Prkg1	1951	22
Sec23a	2487	963
Cacnb4	3790	228
Dusp10	2704	139
Litaf	1955	5166
Chic2	961	154
Tek	4559	609
Gpx5	1638	0
Prrx2	1229	203
Ndst2	4145	290
Csn1s2a	868	0
Klf3	4987	1548
Shc3	1968	181
Eif2ak4	5225	578
Pou2f3	2407	3
Pou6f1	2231	123
Il9	563	0
Kcnd1	3712	297
Il16	4985	859
Stim2	3392	1007
Hivep1	7982	527
Pop5	1439	228
Rasgrf1	5135	1867
Sez6	3975	911
Pkn2	5592	1158
Pbp2	1295	1
Tmed7	3435	2830
Dock9	9363	3098
Ptar1	1596	172
Tnfrsf17	787	3
RGD1565166	1529	28
Zfp263	3215	329
Zfp213	2401	147
Zfp13	2125	140
Pkmyt1	1964	295
Kremen2	1936	1
Kctd5	2473	614
Tbc1d24	3923	563
Zfp598	3275	1131
Mrps34	901	261
Prss34	1204	0
Chtf18	3100	263
Rpusd1	1747	353
Foxi1	2319	0
Rars	2105	893
Rnf145	3261	1702
Nhp2	666	321
Sec24a	4685	625
Mrpl22	735	315
Mrpl55	945	346
Wnt9a	3337	402
Jmjd4	1281	94
Nt5m	667	57
B9d1	811	163
Mfsd6l	2094	1
Arhgef15	3653	99
Rangrf	827	172
Pfas	4488	1202
Hes7	752	16
Aloxe3	2525	76
Naa38	711	370
Acap1	2468	120
Slc16a11	1779	1788
Alox12	2838	175
Med11	756	172
Zmynd15	2879	51
Camta2	4438	2238
Dhx33	2716	295
Sdf2	1263	1100
Nek8	2616	140
Txndc17	1425	954
Emc6	1266	392
Mnt	4566	815
Smg6	6336	690
Dph1	2051	226
Smyd4	3249	126
Rilp	1294	52
Slc43a2	4492	2214
Vps53	2805	819
Abr	4864	4559
Ift20	1126	603
Poldip2	1773	1252
Sarm1	4039	288
Tp53i13	1392	451
Rhbdl3	3750	264
Spaca3	939	0
Ccl12	540	10
Gas2l2	3105	3
Taf15	1494	1087
Ppm1d	2909	293
Tubd1	1758	112
Mtmr4	5684	1192
Supt4h1	1042	530
Lpo	2930	1
Eme1	1710	98
Mrpl27	694	618
Dlx3	2632	14
Phospho1	1999	305
Mrpl45	2205	778
Cisd3	896	276
Pcgf2	1361	162
Eif1	1074	3657
Klhl11	2441	377
Nkiras2	2152	344
Rab5c	1876	4938
Cavin1	1393	1463
Rdm1	1124	153
Lsm12	2234	1071
Higd1b	735	69
Plcd3	2944	428
Fmnl1	3659	1588
Sppl2c	2231	0
Helz	6193	608
Cep112	3443	110
Ush1g	1393	5
Otop2	2100	0
Otop3	2271	1
Recql5	3905	429
Chmp6	1558	776
Pycr1	930	71
Ppp1r27	789	7
St6galnac1	2432	8
Mzt2b	1214	394
Top3b	2965	615
Hic2	4509	57
Thap7	1209	321
Scarf2	3313	501
Dgcr8	4538	679
Cdc45	1855	198
Klhl6	2415	527
Ephb3	4009	126
Rfc4	1184	389
Rtp1	825	0
Hrasls	2976	101
Meltf	4197	264
Tm4sf19	766	36
Mylk	7764	3656
Ccdc58	1216	170
Csta	403	0
Stfa3	403	0
Polq	8527	144
Arhgap31	4566	1393
Zbtb20	5959	136
Naa50	4669	189
Tmprss7	2590	30
Nectin3	1630	285
Hoxd1	1830	15
Hoxd4	2705	81
Hoxd13	2483	0
B3galt5	5100	1538
Senp7	4876	410
Tmem30c	1291	2
Gpr15	1939	5
Psmg1	1146	562
Ripply3	1424	16
Ifnar1	4092	3446
Chodl	2319	247
Tmprss15	4070	0
Krtap15-1	825	0
Cct8	2521	3389
Rbm11	2501	69
Lipi	2071	0
Cggbp1	4303	1793
Car15	1100	0
Pex11g	1152	57
Mcoln1	2070	743
Cd209a	1467	0
Dppa1	894	0
Uspl1	3591	501
Trrap	12520	2273
Pms2	2828	344
Usp42	5749	378
Grid2ip	3450	67
Slc29a4	2380	270
Snx8	2617	754
Elfn1	4178	67
Dhrsx	755	357
Asmtl	894	377
Tfr2	2964	24
Actl6b	1562	107
Pop7	843	220
Fis1	948	1812
Alkbh4	1803	124
Polr2j	728	415
Fkbp6	1385	1
Mrps17	1304	523
Zbed5	2487	339
Mmp17	3509	58
Dhx37	4177	570
Ogfod2	1645	133
Vps37b	2520	691
Zcchc8	2818	551
Vps29	1157	955
Arpc3	872	3218
Unc119b	3659	1053
Foxn4	2708	2
Iscu	924	1189
Sgsm1	5116	394
B3gnt4	1414	3
Naca	6830	5345
Ormdl2	1058	655
Bloc1s1	548	763
Neurod4	3311	7
Il27ra	2322	12
Rfx1	4156	521
Nanos3	738	3
Trir	889	471
Wdr83os	586	974
Serpinb8	3005	404
C1ql2	953	42
Slc35f5	2716	527
Pik3c2b	5340	635
Sox13	3563	587
Tmem9	1570	726
Aspm	9727	853
F13b	2172	0
Rgl1	3995	1328
Tsen15	987	242
RGD1309104	1720	603
Swt1	3679	376
Shcbp1l	2045	0
Prg4	3680	2981
Mrps14	1256	484
Kifap3	3881	2272
Dpt	1616	812
Creg1	2091	1863
Lmx1a	3252	6
Ppox	1793	343
Vangl2	2813	87
Nhlh1	2452	1
Slamf9	1125	577
Vsig8	1812	1
Slamf8	1600	220
Grem2	3719	118
Adss	2539	1781
Cox20	1028	690
Efcab2	2604	40
Gpr137b	849	607
Mixl1	2342	0
Nvl	2901	339
Cnih4	1665	532
Susd4	2121	258
Disp1	5031	340
Rps6kc1	3812	889
Slc30a10	2243	139
Lyplal1	1496	208
Tatdn3	1151	276
Plxna2	10201	1131
Cr2	3350	12
Kif21b	5387	521
Atp6v1g3	1719	1
Xpr1	2410	639
Glmn	1993	315
Ephx4	1180	22
Klhl8	3149	387
Mrps18c	809	265
Mrpl1	1083	181
Ccni	2671	3433
Ankrd17	10088	2544
Cox18	1338	165
Enam	4247	0
Polr2b	3829	1452
Nipal1	1379	6
Commd8	1389	779
Gnpda2	1825	325
Ube2k	4971	1297
Pgm2	1971	715
Tbc1d19	1786	424
Ldb2	1937	180
Gba3	1316	0
Evc2	4067	244
Nop14	2537	609
RGD1560394	665	53
Pla2g3	2526	403
Morc2	4289	661
Myl7	577	3
RGD1309870	747	11
H2afv	1896	473
Abca13	15110	6
C1d	3129	334
Prorsd1	1030	71
Erlec1	1874	1460
Pde6b	2772	15
Mss51	1589	116
RGD1306063	1061	437
Fam3d	1318	1
Cdkn3	804	181
Cnih1	1327	1570
Parp2	1817	498
Pnp	1052	4653
Psmb11	2534	3
Efs	2488	739
Cmtm5	1029	1807
RGD1564324	542	0
Nrl	717	0
Fitm1	920	7
Ipo4	3717	1501
Mdp1	1895	262
Nop9	2230	336
Ctsg	1006	34
Xpo4	9234	644
Dleu7	1693	35
Tdh	1546	4
Sox7	3282	117
Adamdec1	2394	0
Loxl2	2341	1084
Dok2	1594	273
Nudt15	800	22
Dnajc15	780	384
Esd	1176	875
Olfm4	2731	14
RGD1306441	1134	0
Klhl1	2703	39
Mycbp2	14301	2825
Trim52	880	0
Slitrk6	4248	111
Cldn10	1331	138
Thoc3	2115	628
Slmap	3637	1088
Arhgef3	3617	405
Ogdhl	3554	619
LOC290595	744	63
Cherp	4084	1178
Ocel1	1154	165
Pgls	2376	605
Colgalt1	3013	2135
B3gnt3	2160	0
Fcho1	3236	452
Map1s	3189	715
Ccdc124	1607	775
Mpv17l2	1005	454
Lsm4	911	825
Crlf1	1668	410
Klhl26	3820	382
Cope	825	938
Mau2	8505	1716
Tssk6	1302	8
Atp13a1	3812	1445
Tktl2	2012	0
Tll1	4725	77
Nek1	4894	446
Ing2	2738	267
Tnks	4575	1104
Dctn6	968	743
Ubxn8	3515	367
Tex15	8399	9
Erlin2	3181	1273
Ash2l	2396	928
Nsd3	4863	997
Mrps31	1361	345
Vps36	1298	633
Usp4	4096	1614
Tmem255b	515	65
Lig4	3192	462
Gdf2	2591	0
Med10	844	561
Slc35d2	1560	287
Cts7	1504	0
Agtpbp1	4485	1536
Catsper3	1267	1
Higd2a	617	367
Ogn	2650	856
Ptpdc1	3039	646
Gcm2	3365	0
Eef1e1	998	460
Snrnp48	1191	349
Irf4	4803	45
Nrsn1	1378	232
Dcdc2	6788	67
Acot13	743	144
Gmnn	1178	461
Hist1h1a	744	3
Hist1h2bo	565	10
Mrpl32	768	282
Hecw1	5178	127
Tubal3	1290	0
Fbxo18	3530	2168
Usp6nl	5241	1317
Ucma	723	46
Fam188a	2321	683
Mrc1	5233	3231
Slc39a12	2213	985
Spag6l	1736	12
Enkur	1205	85
Prtfdc1	1099	1470
Ly86	936	514
Zadh2	3357	428
Atp9b	5102	1416
Ctdp1	3732	767
Loxhd1	7037	0
Dym	2500	830
Ska1	1440	136
Snx2	2036	2163
Ftmt	1250	0
Poli	2360	143
Psmg2	1064	298
Oacyl	3430	15
Atp8b1	4167	98
RGD1562699	389	0
Afap1l1	3436	410
Tcof1	4626	704
RGD1312005	1970	602
Slc27a6	2603	27
Pudp	1024	0
Trim36	2627	559
Myot	2206	0
RGD1563060	784	0
Spry4	4756	245
Pabpc2	2269	0
Slc25a2	1197	26
Ndufa2	560	822
Tmco6	1842	320
Wnt8a	1692	0
Pkd2l2	2473	3
Srp19	760	550
Fam13b	5030	2019
Stard4	2677	325
Trappc8	5157	1269
Abhd3	1912	715
Snrpd1	832	384
Cmtm3	1519	575
Car7	1513	13
Tk2	2389	412
Setd6	1683	79
Mmp15	3818	1751
Drc7	2813	20
Mcm5	2529	933
Tox3	2901	49
Nod2	3629	62
Cnep1r1	1131	457
Mmaa	3293	112
Ces2g	2480	0
Ces4a	2437	0
Hsf4	1514	161
Exoc3l1	2511	174
Tmem208	798	615
Enkd1	1535	73
Dus2	1936	309
Cog8	2072	428
Tmed6	867	5
Wwp2	2487	766
Dhx38	4409	857
Cmtr2	3553	150
Sf3b3	4508	1784
Wwox	1711	72
Cdyl2	2183	104
Gins2	4192	522
Banp	2090	217
Cdt1	2239	318
Trappc2l	595	554
Sult5a1	1109	78
Spata33	559	106
Galnt2	3842	3221
Arv1	1142	148
Pgbd5	2006	211
Sprtn	1407	213
Tectb	2749	9
Dclre1a	3540	464
Tdrd1	4904	12
Znhit6	1562	393
Rnf217	1930	244
Mrpl18	944	449
Fbxo5	1907	195
Myct1	1560	42
Pabpc6	3076	0
Tbxt	1974	4
Rnaset2	963	4418
B3gnt6	1594	8
RGD1562747	1038	175
Lix1	1522	39
Smoc2	2693	938
Fpr1	1208	4
Lrp11	3216	1034
Leng1	1846	86
Prpf31	2404	691
Nlrp4a	3930	0
Rfpl4a	1444	0
Fiz1	2655	414
Ube2s	950	1291
Ttyh1	2956	5417
Bicra	5516	1082
Tmem160	819	249
Ercc1	1069	479
Ccdc61	2086	218
Qpctl	2166	442
Ppm1n	1368	28
Clptm1	2453	3508
Tescl	861	0
Ethe1	967	476
Ccdc97	2950	932
Blvrb	884	427
Med29	1297	470
Pak4	2857	564
Mrps12	719	384
Sars2	1859	178
Rinl	3001	24
Eif3k	481	848
Map4k1	2699	454
Polr2i	799	192
Lin37	998	239
Gpatch1	3073	300
Pdcd5	657	641
Zfp507	4167	179
Siglec5	2474	128
Siglec10	2373	243
Ctu1	2245	152
Klk11	1260	0
Klk9	1032	0
Klk7	1369	1
RGD1309036	1203	31
Josd2	851	1043
Mybpc2	3658	32
