Geneid	Length	genome_mapping/High.2838c3.rep1.RNAseq.mm10.sorted.bam
Myh14	6583	6275
Cnot7	3162	11284
Slc4a9	3436	1099
Gm715	1209	0
Aire	2026	9
Cdc7	3241	1186
1700065D16Rik	758	1
Tktl2	6446	0
Trp53tg5	931	26
Sec1	2470	71
4930426D05Rik	1621	0
Dnajc5	4533	29605
4930451G09Rik	2833	77
Eps8	4936	31651
Rpl37rt	753	1456
Sort1	6930	5158
Socs1	1339	259
Ackr3	2319	7816
Fen1	2597	3698
Fgfbp1	1248	648
Gja3	2893	97
Gja5	3180	70
Ifi47	2013	858
Wnk3	10400	64
Kcns2	5586	0
Pgf	1682	2992
Lrrn3	3520	50
Mc2r	1860	0
Surf1	1218	3537
Trim2	8234	6288
Tk1	1369	3820
Xbp1	2247	18410
Dnmt3a	9947	7950
Wnt5b	2654	179
Adra1a	4871	69
Bhlhe41	6124	5180
C8g	1236	514
Rchy1	2460	6501
Agrp	863	54
Pcdh11x	8782	18
Aqp9	3113	2532
Add2	9756	12731
Ano10	2653	6256
Ano5	7818	56
Vmn2r124	2568	0
Ano7	4019	196
Acox1	4153	30960
B3gnt9	2516	969
Eya2	2758	6844
Fut1	2580	8
Fut2	3059	1133
Scnn1b	2847	18
Sema6c	4186	314
Arvcf	5040	1488
AA414768	1669	454
Slc33a1	3121	6670
Acta1	1571	14227
Ces2h	1700	4
Ada	1704	1070
Adam5	3130	22
Trim24	6435	7268
Abhd10	2890	979
Trem2	1146	946
Tysnd1	2286	2542
Fabp5	953	9374
Cp	6265	141469
1110025L11Rik	593	0
Aip	2098	9543
Brat1	3485	3182
Tle5	1505	27752
Wwp1	6497	5367
Avpr2	1812	10
Ampd3	4927	5358
Cdkl2	4576	1544
Cyhr1	6517	8823
Ms4a2	2815	16
Epc1	4651	6499
Setmar	1770	355
Kcnip2	2491	1250
Camsap1	8077	8357
Spns2	3404	5299
Ebf2	5714	104
Ube2dnl1	743	0
Ube2d2b	1616	27
Ippk	4858	4725
Rad21l	1659	0
Lef1	3969	96
Fn1	8425	452568
Fgf12	8457	14
St6galnac4	3994	1492
Acy1	1446	1362
Tlr1	3054	321
Alad	4601	3936
Lcn6	808	0
Ahsg	1514	116627
Slc17a5	3241	3036
Slc19a2	3571	5485
Asap1	6479	15417
Vps13d	15849	13078
Cited1	1519	48
Dag1	5961	23978
Ism1	2965	1055
Syt6	5343	359
Arc	3059	766
Nxf1	4049	17461
Agxt	1553	1700
Ackr2	3012	234
Dst	30301	64430
Zc3h11a	4883	28225
Fer1l5	6419	846
Cops5	1739	9128
Crlf3	2396	3974
Rpl22	2497	40311
Hnrnpr	8165	10051
Gm867	1228	4
Chd7	11306	5723
Fam205a1	4146	0
Gm1966	8980	348
Fthl17-ps1	860	0
Ano4	4222	198
Clec2f	657	84
Bmpr1b	6199	66
Crk	6005	23883
Zbtb24	4293	1684
Crkl	5050	7943
Hoxa9	3229	21
Zmat4	4231	6
Acvrl1	3788	842
Spred1	7084	15949
Tbxa2r	2175	97
Adam17	4550	7206
Fgf5	2504	16
Fancl	1782	460
Foxn1	3264	20
Grip1	6398	519
Adck1	3472	860
Mea1	1195	4140
Pex5	3306	9387
Aldoart2	1692	16
Gm11239	1240	0
Gm11238	1240	0
Gm11236	1240	0
Gm11237	1273	0
Cav2	3350	19162
Treh	2048	270
Tmem216	1166	1283
Dazl	2964	0
Tpm2	3326	8869
Fkbp6	1792	0
Prkaca	2502	7801
Tnnt1	1030	193
Gm11780	1685	0
Ecel1	2985	12
Lamb3	4164	12629
Casp9	3899	2178
Rad51d	7705	2006
Apoc2	813	116
Sh3gl3	1648	108
Taf1a	2482	2019
Ly9	2591	338
Itga6	6018	44655
Tmem247	755	0
Snap91	4738	88
Meis3	1774	600
Stk16	2905	3994
Chrd	3504	1800
Farsb	2539	5769
Ube2t	1133	510
Hbb-b1	631	0
Pih1d1	1424	2826
Disp1	5208	3270
Dmc1	2219	10
Prnp	3732	6666
Prn	3400	0
Fyb	4997	978
Gm44504	1187	1
Rcn2	2607	7528
Ndufv2	1637	7886
Rab18	3688	22125
Rtl5	4330	807
Cryaa	1214	6
Pomc	1325	22
Tnf	1653	337
Umod	2637	0
Kbtbd12	4628	306
Olfr1290	1286	0
Abca16	5240	4
Mroh2a	7502	85
Gm10267	345	0
Psme2b	1059	392
Gm1110	2385	8
Cdc20b	1560	0
Syngap1	6027	998
Lce1j	698	0
Scgb2b12	511	0
Speer4c	1190	0
Gm10354	795	2
Gm21671	804	0
Gm1979	804	0
Scgb2b15	425	0
Scgb2b17	425	0
Gm5862	804	1
Scgb1b19	282	0
Gm7361	804	3
H2ab2	348	0
H2ab3	645	0
Cldn34c4	820	0
Plcxd1	3547	176
Ace	5303	9231
Ifi27l2a	883	192
Anxa8	1879	20809
S100a9	524	1846
Aoah	3191	256
Cysltr1	2979	320
Pbdc1	3423	3718
Sema4d	6040	3041
Gria3	5663	144
Pcsk7	4160	3248
Crtam	1939	8
Csmd2	13555	16
Itk	4671	46
Glrb	3253	32
Ctla4	1933	52
Invs	5900	1289
Mup9	882	0
Lrmp	2907	2020
Rasal1	3668	146
Rbl2	4925	6434
Tekt1	1636	2
Cnga3	3832	12
Tyrp1	2755	0
P2ry1	3899	1705
Psmd4	1344	18479
Vasp	2251	12574
Hax1	1258	6186
Btbd35f13	1943	0
Sh3glb1	7489	51964
Pmm1	1302	3239
Gak	5626	20389
Msh4	3709	60
Ddx46	5715	16579
Rgs6	6101	10
Cyb561a3	3357	12776
Sftpb	1564	399
Deaf1	2733	3441
Trpc6	5066	140
Tjp3	3342	1992
Mtif2	3086	3422
Brpf1	4901	7918
Mroh6	3995	117
Magoh	692	4801
Elk3	4234	11703
Pcnt	9530	7004
Cobl	5728	2437
Spin1	4641	21307
Ewsr1	4619	29712
Homer1	7736	1863
Artn	2411	19
Tmem201	6306	4041
Syncrip	7714	20435
Shisa5	2510	10579
Nprl3	3206	2501
Atp13a5	4535	10
Adra1b	3567	296
3830406C13Rik	2775	1584
Septin4	3630	697
Casp3	2610	22256
Bcl2l11	7137	5567
Vps25	1419	4280
Cask	8361	7346
Crabp1	802	120
Cck	854	108
Chit1	1851	4
Calu	3423	97298
Esd	2121	27024
Tcf24	3865	219
Eef1d	3009	20131
Adamtsl5	3559	2305
Rangrf	950	614
Cbfa2t2	6080	4254
Tmem33	6404	10664
Bad	1521	2533
Gfra1	4750	6411
Fmn1	14909	3952
Carf	5789	913
Tbx1	3467	187
Htr1d	3204	214
Mknk1	2699	2716
Nap1l4	2405	14007
Tead2	2359	6612
Rps6ka1	3450	7360
Cops2	3364	17268
Cnot6l	8814	9718
Nr1h2	2022	7922
Tle1	12173	6675
Thoc7	1184	2862
Arhgap9	2817	768
Ildr1	3042	62
Wnt11	3185	383
B4galt4	2381	207
Polr1e	3691	1409
Zbtb20	3329	2039
Grk3	6600	721
Dtna	7392	1119
Tmem53	1230	587
Ppil3	1965	1472
Far1	5219	15324
Nox4	3868	1281
Osgepl1	1947	827
Paqr7	4197	9428
Sgip1	5589	10
Matk	2327	236
Syt8	1661	4489
Trim3	3295	7526
Pafah2	3342	4257
D630023F18Rik	2667	2
Zmym6	5284	2301
Pde1b	3735	886
Sae1	2630	10140
Eri3	1844	4148
Cd2bp2	3509	5071
Dapk1	5940	3667
Mfn2	4828	13800
Dock10	7552	987
Ubxn10	4576	92
Dhx34	4345	2885
Fez2	4745	12175
Eif3k	1099	12606
Zranb3	5278	904
Cyp39a1	3106	2399
Podn	3331	467
Lyrm1	1510	192
Skint2	1277	0
Skp2	3411	1674
Antkmt	978	3651
Cdc27	5799	7124
Tbc1d5	5902	3507
Prc1	3102	5337
Plekhg5	4037	1606
Scyl3	4689	2869
Abcg8	3749	1350
Unk	3741	2968
Tubgcp2	3650	4123
Dlk2	1566	3089
Csn1s1	1435	0
Csn2	1144	0
Dhx32	3329	8594
Stx2	3794	6395
Ncf1	2969	2458
Klc3	2028	490
Anks1	7092	4803
Angpt1	4316	736
Lbhd1	1150	0
Traf3	7160	7448
Mllt3	6225	4417
Lox	4934	7781
Fuom	2420	691
Nfat5	13443	44815
Dao	2062	0
Ghrl	632	55
Elf1	4329	9109
Daam1	6319	5160
Arhgap24	4661	920
Otx2	2693	0
Pdyn	2547	450
Sigmar1	1645	6096
Nrap	5505	11024
Ergic2	3935	5489
Ehmt2	4116	29960
Fam118b	2045	1479
Foxp2	7072	93
Terf1	2268	1791
Brd4	6310	15503
AI593442	5833	50
Atl2	4148	5342
Rcan2	4172	2325
Ssbp1	2637	4409
Xndc1	3246	330
Glcci1	6248	981
Pacsin1	4420	22
Olfm3	4980	22
Camk2a	5358	228
Rnaseh1	1457	1879
Jund	2878	41355
Pla2g12a	1901	3423
Tspear	2446	0
4933434E20Rik	2832	8895
Nup98	8200	8913
Sct	536	0
Alpl	2692	435
Kif14	8338	932
Atf4	1729	21783
Esp5	1113	0
Gm44501	1229	0
Rskr	3245	22
Lrit3	6502	28
Mst1r	4744	4019
Nppb	669	3202
Gck	2898	59
Tal1	4274	129
Csf2rb2	4739	2117
Cebpa	2639	3644
Arhgap6	6255	2689
Cebpb	1518	15721
Adh5	1687	20095
Mdm2	3099	7993
Crhr2	2945	98
Arid3a	5421	1084
Emp1	3046	120764
Mrgpra9	1083	0
4933428G20Rik	1425	105
Fam110a	2224	2047
Pira6	5380	89
Cipc	4486	3721
Kansl2	3820	5404
Grap2	5620	96
Atp9a	4567	16178
Rad1	4678	1041
Cd1d2	1244	21
Kcnab1	4152	8813
Treml1	1250	34
Hgf	4148	483
Mme	6611	525
Sox17	4095	432
Tcl1	1641	0
Klf10	4021	6190
Pitpnm2	7359	3950
Psma7	1591	22330
Papss1	2917	14698
Sh3yl1	1892	1174
Exoc3l4	3525	1194
Oard1	1461	2862
Gbp3	3121	624
Egflam	4893	1631
Cpa6	1940	0
Adgrf4	3064	96
Crppa	5409	448
Dcstamp	2054	75
Tfr2	3747	14064
Tbc1d1	5836	7544
Zeb2	11707	5967
Cad	7137	10877
Lrrc40	2796	3922
Adarb2	7351	3
Cndp2	2256	10643
Hormad1	1921	0
Fhl2	1677	8330
Stx18	2518	2465
Brap	4151	9091
Atxn7l2	2631	1846
Amph	3231	2
Tgfb1i1	3904	997
Styxl1	1729	21
Pomgnt2	2583	705
Mpv17l	3567	453
Rxfp2	3431	1
Sass6	4376	838
Spata7	2233	508
Tsc1	7715	6756
Chfr	3423	5389
Glycam1	668	2
Radil	3904	287
Zfp12	5346	3087
Sting1	2302	1635
Kynu	5111	630
Slc25a40	2838	1595
Txndc5	3158	28016
Psd2	4614	10
Tfcp2	3326	1999
Klra3	1324	3
Brd8	5758	11770
Zap70	2721	39
Celf3	4173	121
Btn2a2	2983	8
Zyx	3976	12629
Mynn	5533	4107
Mgme1	3107	1661
Scgb3a2	604	0
Pxylp1	3288	2068
Stard6	1626	189
Gid8	5193	6123
Nell2	3579	528
Fhod3	6237	4041
Agbl3	5595	886
Upp2	3645	276
Resf1	6149	15100
Fam71f1	1596	135
Tmem241	3347	888
Sidt2	4314	16266
Arhgap33	4447	348
Kctd17	1906	1128
Pacsin3	2291	5768
Arntl2	2623	1358
Jade3	4991	2047
Arhgef3	4560	6757
Tbpl2	1734	0
Zfp740	4856	10477
Prrt3	3924	38
Cflar	8441	11739
Clec2i	2407	44
Sh3glb2	1873	7709
L3mbtl2	3810	2235
Cpvl	1708	7
Bcl2l1	3256	24311
Ampd2	3905	10720
Wipf1	4778	4578
Slbp	1906	5504
Gapdh	1496	187443
Tmem255a	4155	319
Xpnpep2	3699	41
Mcf2	4643	8
Nxf2	2464	4
6820408C15Rik	1835	5
Mturn	5307	2516
Lrrc4c	4702	75
Tgm6	3546	5
Apoc3	746	10140
Rnf32	1606	98
Rarb	3776	533
Spink2	822	29
Exoc1	6684	7202
Rufy3	6536	2526
Pus7	4459	7593
Cryab	1226	7529
Slc26a5	4616	0
Asic1	4911	651
Hadhb	2075	7431
Poln	3043	101
Ccdc63	2661	1
Dgcr6	1760	2735
Ovol3	2018	8
Clock	9925	12550
Nanog	2242	6
Zfp473	4249	58
Cox6b2	617	22
G6pc2	2148	0
Itih5l-ps	4374	0
Per3	6048	2147
Tns1	10066	27100
Csnk1e	5108	17641
Zfp189	3047	941
Cd83	2141	440
Rora	12321	2416
Prl8a2	938	0
E2f3	5361	4432
Aopep	9141	4862
Egr3	4134	526
Ache	2212	68
Pemt	1237	2803
Rbm4	2718	22
Gm21992	4992	148
Ccdc169	3324	23
Snx29	2812	620
Nudt7	3277	799
Ddit3	871	2717
2410141K09Rik	1719	0
Rgs21	827	0
Mtarc1	2142	2922
Amot	7485	3989
Rcor3	4419	3518
Pld6	1959	38
Samd15	2063	13
Shisa7	6007	0
Plppr2	2773	770
Ism2	2526	30
Nrde2	3936	3156
Col12a1	11719	30701
Wnk2	8688	490
Igdcc4	6230	731
Vsig10l	3831	311
Slc26a8	3674	47
Prickle4	1392	11
Zfand4	3221	968
Map4k3	4189	10178
Plcb3	4259	22467
Zfp37	3722	598
Aifm1	2368	7582
Nmt2	4461	10822
Camk1d	7342	2554
Oscar	1845	0
Ap1s2	4870	4134
H2bc4	774	7616
Tfpt	1166	1237
Esrp1	3969	577
Atp1b4	4278	9
Sntg1	7262	34
Awat2	2125	14
Mybl1	4984	414
Cstf2	5731	5552
Rdh13	3077	2408
Nkain3	6733	20
Traf2	3065	4132
Fgf13	3139	1882
Eps8l1	4222	263
Snapc4	4491	3723
Flna	8371	236893
Il11	2007	610
Fmr1	4407	9124
Usp45	6007	3139
Ccdc106	2093	111
Ftsj1	3425	2115
Gabrq	5352	2
Inpp5e	4253	4243
Spaca1	1348	14
Abo	1795	0
Nfx1	6940	9126
Mzf1	3597	97
Ubap1	5771	5622
Gripap1	3749	5423
Relb	2200	3411
Zfp428	1227	567
H2bc22	646	13
Atp1a3	3637	923
Rnf185	3508	3448
Tdrd7	3963	5525
Klhl13	4244	438
Klhl4	3884	144
Rxra	5466	12102
Gtf3c5	2823	3160
Lpar1	3638	2733
Dmac2	2436	1497
Med27	2602	1221
Rhbdd3	2073	1189
Trub2	4003	2807
Tmem91	876	11
Ttc14	9548	11047
Zer1	4257	4155
Mid1	4270	1763
Dolpp1	2458	2531
Lrriq4	2701	0
Mospd1	2370	2718
Slc31a2	1949	1391
Sun3	1301	8
Wdr31	2561	403
Mospd2	4093	6736
Blvrb	998	3594
Psip1	3929	9335
Map3k10	3669	1636
Ogt	5397	23245
Otud5	4262	10769
Vstm2a	3841	8
Acer2	4665	2176
Phf6	4420	4299
Tek	4702	913
Swi5	780	11236
Plp1	4028	338
Ttc16	3816	20
Syne4	1354	190
Ift74	2626	2251
Lin37	1124	810
Ralgps1	6308	2219
Kmt2b	8484	10812
Ppp1r3f	3492	1057
Pbx3	2854	1539
Eqtn	1287	8
Prickle3	2410	1127
Mapkap1	3688	7218
Atp4a	3497	237
Vps54	4569	4989
Gapdhs	1606	231
Reps2	7724	613
Ugp2	3100	8877
Cntrl	8073	7582
Dock7	7164	10340
Rp2	5142	6185
C8a	3635	2978
Lhx2	2820	66
Insl5	1143	4
Golga1	4868	4082
Scml2	4881	16
Ahsa2	3716	3071
Mbd5	7055	3094
Pomgnt1	2912	3688
Tanc1	7939	12401
Cd302	1350	3842
Kif2c	3081	2077
Csrnp3	10996	0
Chac2	1330	693
Scn9a	9941	482
Cpeb4	7641	4899
Tmem14a	1351	262
Nsg2	4017	8
Kcnc3	6956	258
Smap1	3041	4124
Shroom2	8537	1634
Med8	1935	2291
Naa60	2425	4417
Col9a1	4143	0
Becn2	1789	2
Foxj3	5843	5798
Nudcd2	1583	3972
Zfp451	5740	4104
Meaf6	4638	1605
Tenm2	9779	4
Tmem54	1168	31
Pde10a	8424	198
Smarca1	5122	879
Ebf1	5543	411
Tcp1	2499	35027
Suv39h1	3371	11857
Sytl4	5039	102
Tsga10	4182	354
Ppp1r8	2290	2773
Sytl5	6623	3848
Taf1	8032	10223
Hoxd8	2159	160
Osbpl6	9065	1984
Cwc22	3787	11012
Cnot6	5765	14419
Gpn2	1356	1333
Ppp1r1c	6243	0
Nckap1	4405	36423
Tbx22	3712	0
Rnf130	8200	4549
Tmx2	2287	5439
Ephb2	10927	592
Tlr7	3979	464
Tbc1d9b	5249	8874
Nmral1	1792	1102
Pnkp	2134	2551
Slc39a13	2416	6390
Sqstm1	2030	57226
Txlng	5686	2472
Zfp879	2412	11
Accs	4172	812
Wdr13	4485	6624
Ldlrad3	3910	2293
Sec24a	6798	5342
Muc15	3277	0
Aqr	5097	8873
Shroom1	3312	3399
Plcb2	5145	482
Wdr45	1656	7751
Ppp1r14d	811	10
Inpp4a	7000	2685
Tyro3	4822	1063
Mgat4a	7251	4472
Cd37	1382	433
Kif3a	5450	9546
Haus2	3218	3112
Mrto4	1238	3593
Adal	2727	1087
Aff3	7251	68
Sparc	2641	75686
Grk2	3451	14924
Zscan29	6334	2263
Glra1	2413	1
Pdpn	1839	1755
Tubgcp4	4253	2330
Col17a1	5539	34
Cpeb3	6618	1170
Trp53bp1	9624	6248
Serf2	3186	12291
Asnsd1	2442	4743
Wdr76	5687	1393
Trim11	2327	2659
Clstn1	4489	4379
Ctdspl2	6737	6594
Slc30a4	5482	11424
Usp29	14713	0
Kif1b	15024	16932
Sema6d	7207	5307
Tekt5	1764	0
Galk2	2792	3160
Astl	2498	0
H6pd	4951	35851
Pla2g10	1104	4
Tnfrsf25	1903	34
Nphp1	2297	2756
Rnf112	3186	0
Pigq	3295	7027
Lzts3	4319	1360
Ap5s1	1601	1407
Mapk7	3371	3448
Cds2	8985	21340
Il21	3178	2
Tmem220	1669	399
Nudt6	1083	978
Nudt3	2554	10102
Ypel1	3005	1043
Usp43	4462	2030
Mcm8	3472	732
Snap25	2335	185
Cd68	1247	2844
Elf2	6306	9576
Bfsp1	2390	418
Syngr4	964	5
Foxa2	2370	8687
Adam8	3117	3163
Polr2a	6734	19148
Golim4	4551	39387
Aifm3	2695	152
Pfkp	4186	9732
Nsfl1c	1486	11421
Gtf2h1	2907	6330
Snph	4750	26
Dpf2	3356	7434
Bpifa3	1110	0
Drap1	1020	17035
Gm3383	1880	0
Fgf11	3489	866
E2f1	3099	2792
Dynlrb1	1009	10429
Gss	1963	10767
Rbm39	3155	47192
Tgif2	2899	922
Phf23	2273	6205
Nnat	1336	622
Asgr1	1284	4027
Rprd1b	4603	4022
Ralgapb	8766	12168
Rabep1	5496	8362
Dhx35	3310	2025
Emilin3	3558	12
Derl2	4154	4630
Ptprt	12174	44
Sgk2	3155	507
Tomm34	2369	5455
Tlcd2	1424	1366
Rph3al	3437	849
Timm22	3056	1897
Apba2	3435	76
Pcsk6	4298	7730
Aurka	1975	3133
Abr	6632	11107
Cdh26	2983	9
Ssh2	9313	6335
Tpd52l2	3652	11846
Rgs19	2059	1896
Pcmtd2	3572	6679
Myo18a	7590	33371
Kif7	4568	271
Sez6	4204	4
Slit2	10009	9517
Clip1	6066	25134
Cux1	15378	12341
Tlcd1	1710	1666
Cct6b	1873	4
Lig3	5971	4285
Cpsf4	1791	3902
Hnf1b	2998	3354
Mrps23	1642	3518
Cib1	1030	3985
Nmb	692	116
Tm6sf1	2266	570
Hikeshi	3552	2001
Misp3	907	246
Chrdl2	1722	10
Anapc15	1041	1472
Art5	1714	98
Pgap2	2651	3135
Dido1	21590	11456
Prkcg	3115	333
Hmgcs1	3577	24197
Rad51c	4366	259
Micu1	2376	6824
Foxred1	2361	2009
Birc2	3444	4025
Pbx1	9280	19491
Xlr	2346	49
Tfdp1	2728	16650
Map4k2	4724	3115
Dok1	1805	5167
Drd1	3580	16
Dsc1	5007	6
Dsc3	5348	8
Rhbdf1	2939	9458
Alas1	3259	10781
Aebp1	4075	6975
Rhoc	1074	22612
Sat1	1278	28224
Adam19	6731	1764
Lilr4b	1487	1943
Lilrb4a	1500	3090
Adcy8	5039	126
Adcy9	7840	3575
Cfd	922	104
Gm21379	1958	0
Zfp799	6350	761
Clasp1	7938	7458
Nme7	3017	1756
Cox4i1	764	47312
Kyat3	2279	2242
Unc5c	9355	189
Ganab	3974	38190
Ppp3ca	4846	17640
Hmgb3	1798	5766
Slc37a4	2508	6927
Ktn1	4745	19998
Nek1	5619	3011
Ppa2	1383	4921
Mcub	1318	1597
Plcd1	2908	1678
Prkcsh	2090	17015
Rab7	2622	35034
Uimc1	3379	4058
Atp11a	7752	4712
Ctbs	2894	2382
Nptn	2425	18898
Xlr4b	1320	51
Ndst3	5838	1997
Zwint	3727	14598
Vti1a	5157	4099
Slc6a17	6317	76
Ido1	1771	98
Adam32	2510	65
Cept1	6464	11470
Polr3gl	1427	1855
Plpp5	1555	4732
Pip5k1a	3676	10752
Pi4kb	3831	7480
Tuft1	2636	11926
Rorc	3416	1828
Rab13	1636	2813
Dctn6	1703	5536
Pygo2	3633	9331
Chtop	3721	16177
Ddx60	5994	299
Ints10	4357	4789
Tm6sf2	1446	819
Tmem161a	3034	5834
Ocel1	1679	702
Pex1	4553	2146
Gk	4529	2590
Kcnh2	4648	965
Dda1	1937	7103
Pgls	1167	6291
Cmc4	1011	291
Isx	1792	0
Zfp827	7609	5142
Ccdc130	2169	1338
Preb	5452	11941
Ngb	1628	22
Mpv17	1811	5469
Apela	975	54
Rad23a	3184	4891
Mylk3	3253	5642
Btg3	1428	7
Poglut1	3100	4016
Vgll2	1650	68
Oaz1	1075	11
Cap1	2787	29653
Olr1	3569	2198
Edc4	4780	12257
Irx6	3369	5
Cast	4747	27410
Car7	2154	55
Kctd19	3048	21
Nrn1l	617	33
Dus2	1910	1141
Dpep2	2032	1217
Ap1g1	6875	19715
Rab27a	3441	485
Capn5	4565	14588
Gm38666	4625	0
Gm38667	4595	0
Inafm2	3053	2985
Agtrap	4029	3609
Ctf1	1465	184
Cyba	759	12795
Cidec	1755	635
Gab1	4992	3669
Arhgdib	1414	2115
Hipk1	8451	26361
Oaz2	1844	6376
Gdnf	4867	86
Csn1s2b	766	0
Hnrnpk	3032	75286
Caprin2	3697	2102
Apod	2074	1018
Hdlbp	6640	70103
Hsdl2	2714	3023
Cdkn2c	2253	3326
Syt14	7938	20
Fst	2861	2058
Coro1a	1911	2745
Pir	1601	2883
Serpina10	1609	2018
Tspan33	2001	334
Smc2	5531	6674
Usp1	3595	5727
Slc7a1	7239	19745
Vsx2	3261	0
Usp15	11549	9964
Scamp5	3344	2701
Xiap	7202	15418
Pitpnb	2827	19003
Aup1	1705	11648
Sumo3	3221	18720
Rgr	4290	7
Adamtsl4	4036	6560
Mpdu1	1361	4298
Ccr7	1975	169
Atp5g3	724	22903
Fdx1	3439	3487
Dnm1	4131	951
Ptpdc1	4901	2082
E4f1	2659	3881
Hes2	2915	0
Irf8	3433	1655
Fgd4	8708	2642
Arhgap15	4643	227
Slc7a3	2416	328
Azin2	2802	629
Stk11	3881	12627
Fkbp1a	1983	66536
Dlgap3	4369	6
Uros	3367	912
Gfra2	3487	1372
Usp3	5578	6579
Cenpa	1581	4119
Vamp7	2578	4852
Erg	3466	671
Acsl1	4093	8262
Gpr87	1508	0
Lmo1	1559	48
Flii	4057	24278
Atp5j	903	15098
Tmem138	2025	2324
Pmp22	2352	1878
Aktip	3435	6196
Cnih2	1369	120
Mrpl55	1031	1294
Nfe2	2793	213
Rph3a	4580	6
P2ry2	3066	1542
Umad1	2250	1260
Cbln2	3175	0
Shox2	3262	88
Trpc7	3674	4
Zkscan6	2371	1171
Ccrl2	2249	928
Cdc37l1	10635	7869
Marchf8	4623	13232
Clcn4	5432	5202
Plpp2	1651	12331
Ppt2	2187	2083
Phf1	2447	4680
Zfp422	3631	2222
Rnf10	3115	32776
Ing1	2935	12258
Sdf4	5705	14197
Itga10	5041	855
Pld2	6043	6116
Acy3	1284	1351
Gzmm	1404	73
Gjb1	1809	6858
Tmub2	2684	3660
Galt	2021	1307
Esr1	8765	842
Zbed3	2651	2054
Mcm5	3441	6655
Cfap46	8214	12
Zfp131	3771	4310
Lrrc23	1444	12
Slfn4	3964	529
Osbp2	4319	361
Eno2	2985	1909
Ifi203	4891	1107
Ncoa2	8514	8052
Elmo2	4793	6557
Ldhb	1304	6948
Mdm4	7354	10498
Cic	8967	13810
Nsun7	3939	40
Prdm4	4024	5270
Impdh1	2730	7501
Sh2b2	3279	717
Tle4	4883	4034
Qsox2	3914	2123
Ttll7	7472	6508
Gm21188	1743	75
Ap2m1	2937	24963
Gng4	3249	20
Fbxw27	1492	0
Rnf138	3178	2256
Ap3s1	1561	6633
Ubr3	8081	19409
Etv6	5696	5806
Mycl	3664	297
Folr2	1330	602
Il12b	2505	4
Agfg2	2935	8464
Traf6	6188	5053
Prdx6	2489	22595
Aldoc	2870	2282
Ambn	1917	0
Csnk2b	1386	1580
Ap1g2	2688	2187
Hus1	5074	1849
Srcap	10904	16135
Tmem265	1221	627
Rnf4	3257	19199
Cgnl1	7233	24128
Eif4g1	5439	82145
Tmem132e	4415	159
Mlh3	5517	3347
Gm4737	2087	3562
Slc9a8	4875	7120
Stil	5434	1362
Vezt	14025	5137
Arf2	2776	8636
Atp5pb	1302	25859
Entpd1	4379	1878
Mrln	446	16
Clk4	2159	4733
Col13a1	3164	536
Coq7	1503	1845
Csk	3316	7165
Csn1s2a	1038	0
Pex26	4436	2823
Hdgfl2	2312	6246
Hsd3b1	1855	0
Kcnj3	5215	264
Maff	2597	9889
Nfkbie	2437	1429
Pou6f1	4953	1728
Ppp3cc	3009	1199
Rab5c	1975	16445
Spef2	7157	10
Uap1	3084	6879
Sun5	1232	0
Spata19	853	0
Tex35	1025	6
Gm14296	8744	0
2210418O10Rik	8745	0
4930512M02Rik	729	0
Cd320	2415	1393
Plekha7	7179	4439
Ccna1	1585	0
Rnf25	1479	2073
Retreg2	2676	10568
Dtl	4253	1804
Psmf1	3559	3801
Api5	3797	19333
Mcm10	3944	1493
Duoxa1	1543	14
Nub1	3278	9956
Rngtt	4157	2461
Cnr2	4337	254
Mpdz	7568	3669
Pigo	4306	2885
E2f2	5002	627
Mad2l2	1457	3941
Stra6l	4046	1969
Tmco4	3944	1874
Olfr785	939	0
BC037156	430	0
Olfr789	939	0
Pter	3706	2262
Spry1	2493	5091
Bglap3	1268	0
Plppr5	4295	0
Gpr61	3157	4
Apoa2	936	16393
Hars2	3270	3655
Cenpi	3692	1357
Pla2g4a	3051	5860
Kifap3	4010	4576
Bcs1l	1901	1103
Themis	6389	16
Vps28	1042	6446
Glis3	7514	6237
Wdr44	4178	1389
Usf1	2030	4940
F9	2735	1411
Midn	3727	16105
Ttpal	4523	3617
Pank4	2716	2444
Ntng2	1924	178
Gzmn	991	4
Apoe	1586	185851
Limk1	4013	3855
Mro	2627	32
Bckdhb	1621	2581
Kctd6	3405	1622
Arx	2868	0
Gdpd2	2773	180
Diaph1	5796	15271
Coasy	2138	5081
Cnpy3	1902	4657
Ggt1	2539	68
Spsb2	1372	1387
Il13ra2	2279	50
Adipor1	3448	18713
Itga3	5263	52271
Itih1	3089	5545
Rptor	7022	6266
Dnmbp	6287	8145
Sh2b3	4616	8164
Mbd3	1643	10405
Car12	3716	966
Ccdc116	4280	134
Scfd1	5027	6906
Mmp11	2288	2927
Ints7	5349	4390
Mvk	1732	3682
Trappc6b	1522	4844
Nfkbib	2125	2387
Creb3l4	1786	253
Nr4a3	6702	275
Trim68	2391	1134
Cutal	2352	764
Ttyh3	4659	12260
Hhipl2	2915	69
Gpr108	2308	5338
Smim4	1355	728
Nadsyn1	2645	2309
Tnfrsf23	3358	14754
Zcchc4	6976	1973
Cdk5rap3	2556	7808
Dnajb1	3227	10890
Stat4	3151	90
Fhit	1256	71
Rnf103	3463	6952
Zfp51	2576	1613
Enpp1	6781	8529
Nek4	4245	2173
Sema4f	4086	897
