Geneid	Length	genome_mapping/Low_6556c3.rep6.RNAseq.mm10.sorted.bam
Trim5	2495	131
Spryd7	4144	690
Lgi2	6372	258
Pmf1	1078	3406
Cog4	2967	4146
Gata4	3408	4334
Lias	2884	1702
Mlkl	2030	2054
Scgb2b21	510	0
Akr1cl	1372	0
Ube2k	4882	6242
Scgb2b18	520	0
Fmnl3	4436	9254
Pikfyve	11423	2143
Krtcap2	601	4912
AF067061	900	0
Psg16	5159	0
Slc30a9	3410	3946
Usp10	3730	8344
Guf1	5018	1339
Gm21761	885	0
Scgb1b12	417	0
Crispld2	4186	171
Ociad2	2510	9413
Pdcl2	1192	0
Stap1	1225	2
Pmvk	1705	1617
Spdye4c	1020	2
Rpe	2724	2449
Zfp442	7164	409
Ccdc122	1822	406
Gnrhr	3195	2
Cldn34c1	3317	134
Cnmd	1458	1
Rassf6	1998	2115
Scgb2b11	520	0
Vwc2l	4655	0
Igfbp2	1415	6
Scgb2b1	526	0
Vps9d1	2829	1458
Usp37	7358	2920
Art3	1748	14
Zmiz1	7521	18284
Zfp142	6483	1573
Zfp111	7221	896
Caps2	2838	8
Il6ra	3377	731
Bmp3	6302	0
Obsl1	6057	610
Scg2	2722	24
Prkcd	2853	9236
Fbxo17	1976	226
Ntpcr	2278	657
Kir3dl1	1555	0
Slc26a1	3854	14
Mff	2101	4081
Armc9	5259	855
Smok3c	2331	0
Scyl2	4839	3282
Slc16a4	2546	227
Lrcol1	962	0
Slc17a8	4716	8
Ptbp2	3364	5296
Cabp1	1909	16
Agfg1	7940	7787
Cypt3	681	0
Mmp27	2132	10
P2rx4	2702	2342
Cnksr2	7165	251
Cep57	2848	1407
Gemin8	1971	614
Kmt5a	3178	11437
Rps15	631	40269
Mre11a	5766	2775
Rnf220	3512	4002
Gpr83	3586	0
Egf	4788	89
Siglech	2483	0
Cibar1	1906	2493
Fbxo7	5608	594
Ubl5	3189	4834
Znhit1	1340	1894
Pde4a	5578	1318
Dapp1	3087	1891
Hsf3	3434	0
Mterf4	1330	752
Spdye4a	2085	0
Zfp653	2212	806
Tenm4	14048	9863
Thap4	2230	3247
Tex26	1507	15
B3gat1	3865	0
D2hgdh	3506	948
Glb1l2	3737	0
Neu4	4591	6
Ankrd61	1757	59
Gin1	2785	461
Marchf11	1573	0
Sspn	4570	3796
Rnf214	4246	3419
Tac1	1049	0
Ing3	3800	1287
Nnmt	1013	14
Ccdc192	1013	1
Ndufa5	620	3140
Dixdc1	5809	454
Mbd2	2350	9309
Grm8	3912	0
1110032A03Rik	3502	523
Lingo1	4384	10
Zc3hc1	1861	2411
Klhdc10	5937	6198
Pml	5377	3434
Lypd1	6604	53
Il20	1031	0
Celf6	2997	0
Tmem209	3714	2965
Rassf5	3738	493
Rab7b	4498	277
Sema6a	6896	187
Iqch	3678	3
Rps27l	688	5697
Zfp280d	4372	1770
Khdc3	1686	0
Tmcc2	4183	194
Mkrn1	3251	5848
Senp6	4960	10123
Tpk1	2671	527
Ccdc126	2425	469
Svs3a	1201	0
Kbtbd4	2594	1132
Larp4b	6073	14134
Hoxa1	2474	6
Msh3	3948	1863
Elovl2	3963	8
Carmil1	5186	5553
Trpc1	4549	676
Celf5	8482	26
Prl8a8	1221	0
Unc5a	3995	41
Prl2c5	973	2
Xrn1	10278	4796
Ube2v1	2069	2662
Akr1c20	1329	0
Rnf7	1232	3777
Klhl12	3263	1856
B4galt7	2300	2116
1700037H04Rik	1423	2230
Dennd5a	5003	5483
Bmf	5089	4831
Il12rb2	3094	34
Dzip1l	5104	5814
Xpo6	4548	4069
1110051M20Rik	5946	528
Tnfrsf22	4218	3692
4930402H24Rik	6927	4881
Nek7	4304	7514
Pccb	2306	2463
Parp3	2977	2148
Sema3f	4034	3339
Rnf123	4801	2357
Tcta	1840	1013
Usp4	3684	6127
Fbxw14	1499	0
Ctsc	11061	6339
Ttc6	5901	48
Ctsh	1623	8413
Ror1	7048	733
Eif4h	2494	26015
Tgfbr1	6023	9830
Epo	715	0
Gdf7	1423	1
Grhpr	1281	1637
Cryba4	809	15
Crybb1	980	13
Gad1	3970	2
Ptch2	5119	16
Kcnn2	3692	0
Hnf4a	4658	19153
Cux2	5189	6
Ksr2	6108	25
Ephx1	1739	4555
Ihh	3049	21
Sh2d1a	962	0
Timm17b	1792	1548
Mcm6	4431	18443
Ube2a	1730	1422
Bcap31	1403	10103
Pkp1	4670	1540
Mtmr1	4736	1169
Rgs5	4546	438
Prdx4	983	1758
Sp100	4034	834
Hnrnph2	2474	5042
Acot9	1810	2860
Cltrn	1417	1
Cyp20a1	2246	3530
Trappc2	1432	373
Tuba4a	2329	7789
Fam3a	2030	833
Cul3	5047	13694
Apool	1341	809
Asb11	1658	28
Gorab	2685	1043
Hdac8	3100	648
Asb12	1596	0
Stk26	3333	35
Fundc1	3086	2210
Gpr173	5118	5
Sash3	2681	109
Ophn1	7504	258
Acvr2b	10666	1536
Prps2	3710	1959
Tlr8	5047	252
Cdk5rap2	11840	4278
Vgll1	2297	0
Il7	3590	161
Hmgb1	3193	20237
Lta4h	2066	3876
Prmt5	2720	6645
Thbs1	5848	19571
Plk3	2378	710
Eif2ak3	4837	2470
Hif1a	4963	12808
Nos2	4296	113
Actg1	1953	60349
Asgr2	1445	29
Crhr1	2610	0
Cryba1	801	1
Calm1	4287	80171
Grb2	2916	6021
Cd79b	1231	14
Krt13	1738	373
Krt14	1720	909
Krt16	1568	53
Rhoa	2455	34072
Krt19	1415	77363
Aldh6a1	3603	2720
Ltc4s	660	107
Vip	1529	0
Ppp1r1b	2114	1733
Rdh12	1678	20
Prkar1a	4058	24593
Prkch	3642	117
Colec11	1442	19
Srebf1	4522	9949
Eif4e	5115	5855
Tcf7	2737	2609
Thra	3186	3939
Ubb	1620	19668
Unc119	1531	839
Scn1a	8320	0
Atg5	2379	1545
Ahr	5494	5322
Dmd	14263	576
Itga5	4470	7870
Il6	1141	14
Mpz	2035	4
Adcyap1	3545	34
Bmp4	2059	3407
Etv4	2333	4315
Map2k4	4237	3817
P4ha1	4114	12310
Pctp	2844	575
Kcnk10	8193	53
C8b	2239	0
Prkcb	8829	214
Sgpl1	4142	5991
Mdh1	1958	5825
Ptpre	5642	5125
Sh3bp1	2515	378
Nr5a1	3180	4
Slc27a3	2298	488
Ern2	2988	73
Mapkapk3	2816	2668
Ica1l	4289	45
2810408A11Rik	1922	395
Mier2	2605	1440
Gprin1	4348	2
Nkiras1	4996	266
Nudt16l1	1352	1157
Ddo	8660	4
Prl8a9	941	0
Cdh4	6730	2
Nudt14	1259	951
Rnf167	2063	1314
Qpct	2059	55
Prxl2a	2040	14632
Mrpl2	1066	3577
Cdh7	4998	0
Tspan14	2625	4682
Rasgef1a	3582	400
Kdsr	5721	4251
Prpf3	3420	4020
Hmgxb4	4203	1759
Cnbd2	2683	203
Spata1	1961	250
Cdh10	3548	4
H2az1	1069	32920
Clps	550	0
Fgg	2112	2
Ago1	7365	4797
Myl6	851	16585
Mtch2	2647	5083
Bub3	2112	4857
Ahrr	4754	46
Kif12	2260	335
Lamp1	2232	24893
Cish	3014	664
Pld3	2372	2282
Cd55b	1368	0
Dsc2	4665	1464
Prdx2	1553	17401
Col5a3	6112	1489
Large1	4747	1842
Tyr	6042	0
Clcn7	4203	2086
Col11a2	6604	218
Ttpa	3275	0
Prkn	3824	20
Col24a1	7143	24
H3f4	563	3
Prss36	3028	130
Myo16	7226	8
Ryr3	15441	7
Nmur1	1387	0
Mmp7	1115	2
Mmp12	3706	819
Mmp21	1858	2
Mmp23	1434	113
Mmp28	3528	1922
Klk1	958	0
D830030K20Rik	1798	0
Cers2	2234	20109
Rcor2	2854	938
Setdb2	2991	31
Gm45935	3895	0
Frmpd3	7314	0
Lipo2	2805	0
Lipo1	1697	0
Gm8978	1780	0
Lipo4	1292	0
Klk8	1326	6
6720489N17Rik	2756	231
Gm13212	3512	19
Lipc	2098	14
Smc6	5994	8869
Bag5	2505	2800
Il10ra	3498	342
Gpatch2l	4356	2059
Adam3	2736	0
Tmed1	1746	1370
Tmem251	1255	852
Gm5767	524	5
Sntg2	2413	0
Mlh1	2598	1066
Sycp2l	2520	1
Gm7827	1366	0
Nck1	2598	1933
Rab3d	3948	4949
Rpl29	1169	18518
Slc6a16	3195	0
Spa17	987	123
Stac	2644	3481
Tecta	7708	9
Gm6712	2007	201
Gm4513	1517	0
Gm4565	1517	0
Zfp990	2059	1
Tipin	1863	1719
Morf4l1b	1710	283
Naaladl2	9713	32
Adamts8	4613	6
Rbm7	1919	4127
Aasdhppt	2870	1328
Thyn1	963	453
Suclg2	3809	5223
Zfp354a	4350	2
Top3b	3198	2770
Rhno1	2098	2445
Ccdc134	2053	673
Tpst2	2532	2963
Usp5	3213	8960
Wdyhv1	1589	764
Traf1	3833	1651
Uqcrq	1525	3377
Uty	5249	0
Igsf9b	16760	0
Ankfn1	5025	0
Creb5	7936	952
Magohb	966	221
Hspa12a	6045	40
Ptch1	7675	3108
Tgfb2	5200	148
Adamts10	4365	1274
Neurod4	3634	0
Gpx1	1047	18048
Cfi	2077	6019
Mroh3	3051	255
Clgn	4050	2
Gal	788	2
Ghrh	588	0
Ap4s1	1810	660
Ripk2	2876	787
Inha	2336	71
Gpx3	1618	811
Pea15a	2539	12024
Habp2	3080	93
Hp	1345	229
Rhod	3346	1467
Muc6	9117	39
Insr	9391	4689
Cradd	1937	407
Itga7	4152	238
Fuca2	5714	833
Fmo1	3435	31
Slc22a4	2285	153
Kcnj8	2548	38
Fastkd3	2804	1268
Poll	2677	1088
Tra2b	3676	7906
Gas2	3048	780
C1d	3348	2690
Gpr85	3667	59
Pvalb	1043	0
Gdf15	1852	328
Rps6ka5	5836	975
Smim8	958	426
B9d1	817	700
Zfand1	1887	1529
Serpind1	2190	341
Has3	6028	1196
Hccs	2550	1377
Hdgf	2631	50205
Tfb2m	2459	1320
Abhd6	2386	1662
Adora2a	2830	1545
Alcam	5043	22596
Aldh3a2	5088	4463
Alox12	3032	15
Ggps1	5540	3182
Anxa4	2169	46784
Hsf1	2590	2938
Hyal1	3743	534
Eapp	4199	2822
Rnf181	1833	10978
C130073F10Rik	913	0
Trappc6a	827	1894
A930033H14Rik	2969	191
Zfp946	3067	899
Med25	3946	4745
Ube3b	5181	5978
Lztr1	3670	8128
Ltbp1	7711	18443
Cenpc1	3563	1888
Ucn	644	0
Mag	2705	8
Ntan1	1181	2305
Rgl1	5326	3232
Pds5b	7314	4340
Parp11	4087	1051
BC028528	836	29
Plekha1	4043	1722
Inpp5f	5117	2295
Radx	3742	8
Gstt3	1894	509
Mbtd1	5712	2773
Phf24	9687	4
Slc25a41	1332	2
Dnal1	5886	833
Akr1c18	1199	2
Cyp4f15	2164	2
Cyp2j13	4381	0
Fam111a	3287	4524
Cyb5rl	6553	265
Nrd1	4514	7322
Nupl2	2911	453
Fbxo21	3915	3234
Scamp1	3977	3468
Chd4	6697	48317
Frmd4b	5350	4511
Grm7	4359	0
Zfp637	1647	1789
Clstn3	4070	0
Ube2q2	3260	2602
Rlf	6242	3065
Prr5	4620	1392
Stk38l	4617	2912
Msrb1	1307	1965
Actn1	3928	67093
Zfp33b	2757	550
Dgkg	5505	2
Rps6ka3	7451	7436
Tle6	2219	221
Mta1	2883	13155
Ube4a	8017	4927
Col26a1	2817	0
Acot3	3436	0
H1f8	1135	11
Hps1	4189	3218
Zfp871	11116	4510
Gm3055	4104	0
Ap1ar	2679	6033
Paox	1765	1701
Fbxl21	2297	123
Gnptg	1300	1448
Trim50	1456	2
Ginm1	1560	1129
Ccdc28a	2641	521
Fam222b	4079	1058
Plekhh3	3076	3235
Pyy	561	0
Gpr142	1141	0
Hid1	3276	2858
Cyp11a1	3137	18
Scaf4	4451	3486
Gm32856	7121	274
Nrxn1	10319	0
Grik1	4068	0
Axdnd1	3736	32
Snx31	2699	0
Lrp12	4314	762
Oc90	1802	1
Gpihbp1	825	44
Lnp1	793	0
Crisp4	1369	0
Ly6l	842	0
Flacc1	1579	41
Gsg1l2	1158	0
Cfap54	10112	32
Cfap206	2301	1
Ankar	4588	0
H2az2	1636	5408
Spata48	2406	0
Xpnpep3	6058	1499
Tnpo3	4390	10329
Abca7	6720	2660
Poldip3	3301	8386
Fbln1	3859	8153
Exoc4	5930	3242
Ankmy1	3246	32
Atp5d	981	7066
Trmo	1741	288
Zcrb1	877	3603
Nipsnap3b	1552	2196
Cald1	4398	17560
Slc4a8	11878	54
Camsap2	7805	9041
Rgs8	6112	0
Gamt	1036	199
Mrps14	2229	3267
Zc3hav1	6604	6504
Plk5	2112	2
Vamp4	5303	2028
Fam155a	3326	0
Mup7	992	0
Mup8	886	0
Mup13	882	0
Fmo9	3065	43
Lmnb2	3780	2303
Map2k2	2537	5190
Krba1	8762	155
Mup22	991	0
Kitl	5456	5301
Glipr1l2	1904	2
Acot11	5776	324
Czib	1623	1156
Cers6	7063	784
Srl	5007	486
Zfyve9	6626	1739
Atp6v0e2	1834	18
Rarres2	845	95
Hmga2	3817	11451
Mbd6	4293	3893
Dvl3	4857	4065
Skint4	4261	0
Nrros	3716	351
Tctex1d2	838	353
Slamf7	3977	24
Slamf6	2903	16
Bicc1	5503	9816
Ipmk	5450	1828
Gucd1	3082	1232
S100pbp	4718	1949
Col6a2	6014	6098
Tra2a	2134	6719
Bpnt1	2235	3177
Pcbp3	2459	178
Nipal3	5630	2066
Kdm1a	3087	7695
Rpl22l1	556	6643
Usp48	5769	6874
Pcmt1	4936	3630
Pla2g2d	2258	2
Kcmf1	3564	9303
Gsk3b	8342	9596
Spen	12299	7421
Lsamp	9498	2
Oog4	1981	0
Naa50	4645	14189
Bbx	8933	6851
0610010F05Rik	4930	2203
Arl6	1951	706
Zfp654	6332	1472
Cdk11b	2988	5500
Tnfsf13b	1864	45
Rundc3b	3822	732
Tet3	11741	6333
Gabrb2	8232	34
Fbxo25	2125	1429
Nek5	2418	20
Slc30a3	2261	2
Dnajc5g	1563	0
Nrbp1	2208	4859
Podxl2	3346	56
Slc4a1ap	3010	2174
Uroc1	3464	8
Zfp758	2974	511
Pisd	2969	2237
Capn15	5300	1166
Mtch1	2153	10602
Nr2c2	8086	2864
Rasal3	3752	81
Vwa7	4313	53
Jakmip1	4626	2
Atp6v1g2	1815	235
Cckar	2929	0
Klhl5	4699	1806
Rfc1	4723	6329
Aig1	2091	780
Pde7b	5527	89
Adgrl3	13251	2352
Eya4	5446	16
Ythdc1	4268	7494
Mrps18b	1129	1189
H2-T22	3079	35
Tmed5	3960	5840
Med6	1128	1813
H2-M2	1432	22
Golga3	8095	5010
Ulk1	5214	3026
Abcc10	5794	717
2900026A02Rik	11412	6536
Mmab	2987	688
Trem1	3025	117
St6gal2	6234	0
Dtd2	3120	1652
Rab15	3495	48
Crb3	1230	586
Erh	1121	7871
Arhgap28	5370	40
Acot5	1520	0
Mrpl21	1222	3122
Ylpm1	11052	6147
Peli3	4110	82
Slc22a29	2269	0
Wdr20	3845	1739
Rab3il1	4140	394
Ninj2	906	3
Slc6a12	3027	0
Mfap5	1502	464
Ms4a13	1389	0
Smarca2	6262	1453
Papola	4513	16716
Htr7	3738	16
Crip2	1603	10207
Dcbld1	3026	1857
Med13l	9322	8954
Trim7	2933	228
Ndufb8	2332	5453
Oas2	3957	495
Svil	7424	7995
Oas1e	1715	0
Anapc16	1902	2828
Vps29	2842	3082
Psd	4309	1114
Rad51ap1	1870	652
Morn3	1323	10
Egr2	3429	650
Akap7	5044	627
Lama3	10631	1700
Rasgef1c	2740	4
Nt5dc1	2742	769
L3mbtl3	4951	2313
Clec1a	3268	12
Ogfod2	1569	1056
Gm6619	602	0
Stard3nl	1735	3339
Hnrnph1	2693	24032
Mgst1	1405	5896
Mettl27	2899	91
Alkbh4	2119	368
Hfe	3572	1041
Erc2	6256	231
Unc5d	9220	0
Ccser2	7851	4209
Nyap1	3504	101
Gal3st4	2085	26
Irf4	4762	27
Cltb	2284	6883
Fgfr1op2	2836	7011
Far2	5096	107
Iqce	4443	1471
Tmtc1	8346	41
Rac1	2364	25603
Hsph1	3499	5942
Nkd2	4016	81
LTO1	4145	1243
Nr2f1	2495	1099
1110038F14Rik	1622	1925
Ifitm10	4076	180
1700010I14Rik	1878	5
Mfap4	1702	146
Gm7579	1265	0
Gm39115	1141	0
Gm45618	1286	0
Mob2	2567	1330
Slc8a2	4709	4
Tollip	3854	3982
Lmntd2	2115	57
Nisch	6671	28678
Sh3bp5	4157	5629
Fosb	3776	11365
Ccnh	2076	1623
Ptprg	9326	2275
Fbxl3	4557	5070
Polk	4385	2551
Urah	1016	514
Dcxr	1789	387
Msx3	2355	63
Cenpx	1037	676
Pcyt2	1923	4129
Npb	549	20
Ppp2r2d	2177	2485
Bahcc1	10727	4043
Stard4	5419	4349
Tbc1d16	6988	881
Hmbox1	8001	3901
Lmo7	6353	15501
Eef1akmt2	1081	752
Fam53b	5628	313
Dmbt1	6283	40696
Mxra7	3283	118
Ybx2	1706	0
Fgfr2	5346	16
Tial1	4512	5551
Wbp2	1828	6144
Mrpl58	2723	2086
Otop3	2426	994
Fus	1844	23238
Cd300lb	2867	194
Bcl7c	6558	1600
Cd300a	2025	169
Mylpf	808	68
Cdipt	1788	6462
Atxn2l	4579	10373
Bcl6	5022	2375
Cct5	2133	24845
Fech	2941	3453
Gnb4	8228	5192
Umps	3484	4672
Tsg101	1948	4375
Glrx3	2851	387
Apoa5	2529	0
Ndst1	9112	12840
Spaar	4086	22
Cyb5a	852	10500
Lars2	4438	26259
Cyp19a1	3098	0
Kank1	5639	2274
Trmt10a	4439	1178
Mmadhc	1512	2738
Sp7	3171	0
Ksr1	5821	2236
Pycr1	2377	352
Uba52	1078	30188
Zfp598	3359	4786
Fbh1	3961	3177
Selenos	1220	3274
Twnk	4178	2423
Prpf40b	3532	2226
Ankrd49	2453	743
Dok7	3935	152
Trpa1	4267	0
Htd2	2480	0
Smim27	332	64
Olfm4	2752	20
Ptprd	9109	372
Smim31	1505	900
2610001J05Rik	3177	2282
Myo10	8509	15151
Txnrd2	1905	1243
Polg2	2682	415
Asdurf	583	0
Serpina3g	2276	68
Yjefn3	793	123
Zfp660	5659	4
A730046J19Rik	4707	0
Gm6803	787	0
Gm11213	684	1
Krcc1	3419	5492
Gm10509	2955	94
Cdr2	2549	801
Cbx3	2062	5762
Cdk4	1420	15746
Cnih1	1531	5593
Cnr1	6518	0
Capza1	3191	9011
Rcn3	1453	1087
Cab39	4148	9392
Lcmt1	1988	971
Map4k1	2913	199
Sigirr	1990	1916
Wee1	3419	1314
Cr1l	1921	3308
Mr1	2547	78
Entpd6	2865	1184
Ckmt1	1704	188
Macir	3684	3907
Ext2	4809	5391
Fkbp7	1014	826
Hltf	5190	2999
Eri2	3569	684
Emc10	1943	6814
Gata3	3215	149
Id1	1160	1338
Thap12	3673	3146
Paqr8	5438	1738
Mcee	847	551
Ccndbp1	1723	3318
Tm4sf1	3424	94012
Zfp819	2412	4
Mettl18	1516	284
Cyb5r1	2422	3652
Asb18	1580	0
Stk33	2661	0
Pip4k2a	3582	1982
Slc17a6	4407	2
Nlrp4b	3319	0
Ilkap	3090	3700
Plcb4	5692	30
Nuf2	2481	2266
Rpn2	2994	18769
Scn3a	9799	0
Slc6a9	3682	911
Clvs1	3891	2
Erp44	5313	5521
Garnl3	4169	279
Meig1	1118	0
Zbtb7b	4793	6379
Ppcs	1446	668
Slco4a1	3320	1576
Psd4	5652	435
Arl3	987	2904
Hs2st1	6220	12524
Plpp7	2073	16
Gata2	3353	329
Gpr162	2858	23
Strbp	17804	2009
Gyg	1773	1781
Ifit2	4135	493
Bcar3	3756	5200
Thumpd3	2160	2309
Lrig1	4966	4493
Ptchd4	6945	0
Zfp944	2862	619
Mapkbp1	6955	1217
Fubp1	6965	12675
Tstd2	3944	1855
Ccdc171	6602	878
Zranb2	2974	7095
Rps28	396	18758
Ndrg3	3225	972
Nubp2	1551	2399
Hspa14	5815	2394
Zcchc17	2233	2035
Vapa	1757	9612
Ncdn	4088	3557
Rif1	12889	2808
Atg13	3783	3206
Znrd1	783	808
Blcap	2108	4269
Slc23a2	7108	3209
Ccnl1	2316	5752
Dnajb5	3641	568
Uqcc1	2715	2069
Gemin6	1128	683
Hspb11	676	492
Myoz2	1325	0
Npr2	3853	559
Pdss1	3563	720
Apip	924	1119
Abcg2	2756	66
Slc12a5	6181	94
Exosc10	3190	5272
Ctps	3089	4476
Epb41l4b	7901	10177
Extl1	4190	32
Ube2j1	3570	6597
Alg2	3055	4389
Fhl5	1267	0
Maco1	4093	4176
Ctnnd2	6005	4
Pgap4	3261	88
Fbxo3	6260	4180
Arf3	3738	18742
Ufl1	5772	2741
Slfn10-ps	3707	962
Sdhb	1079	4265
Rps21	564	24220
Ssbp3	3348	5208
Mindy3	2588	1090
Psmd5	2042	2792
Naga	1913	4046
Cul1	3836	10475
Dph7	1877	533
Tmco5	1176	0
Slco1a4	3872	0
Ccdc34	2449	5495
Dtwd1	1706	594
Pik3r3	5634	98
Top1mt	1905	1159
Dscc1	1511	447
Tax1bp1	3749	14092
S100a3	914	116
Tmprss6	3192	3
9930104L06Rik	2942	829
Itgb1bp1	2179	1471
Osgin2	3596	403
Trabd	2965	5628
Ttc33	1957	2511
Mad2l1	2088	3948
Tmem87b	4729	2865
Slc38a2	4658	25340
Tns2	4782	4571
Sinhcaf	2914	2403
Prokr1	4229	134
Ankrd33	1689	2
Wdr3	3432	5849
Asb4	3474	26
Casq2	2563	2
Cyp2d12	1633	0
Chchd3	1575	4550
Klf15	5378	4
Chmp3	3204	8206
Ddx5	3900	43924
Tlcd4	6714	46
Pank2	4893	2927
Il7r	3210	36
Bcl2l14	2428	53
Pcyox1	4291	8268
Gzf1	4375	1858
Ttc17	5156	2163
Adipor2	4261	8802
Ecpas	8888	11089
Calm2	1216	31721
Rfx5	4482	1042
Scrn3	4544	819
Lypla1	2503	3876
Ccdc91	2646	1794
Fam110b	3440	16
Adgre1	3245	846
Pramel12	3886	1011
Lce1m	878	0
Syt2	7312	9
Gtf2e1	3254	1152
Zfp933	4505	590
Spidr	3281	2097
Epb41l3	5644	44
Slc45a1	2563	0
Nphp4	5262	10
Tex10	3342	2289
Foxn2	5341	1877
Rmnd5a	6165	6533
Ndfip1	1812	12655
Car14	1940	24
Supt4a	942	3122
Myl4	1203	34
Abcd3	3682	8812
Irgm1	2305	1569
Mrps21	510	3970
Ube2f	2306	3007
Tex37	807	0
Slc22a2	2421	0
Tcaf1	6367	1953
Mitd1	1556	1343
Cnppd1	2640	5429
Zfand3	3534	5789
Zfp13	2460	634
Tmeff1	2464	164
Rsrc1	3365	4272
Slc35d1	4399	3913
Lrrc19	3780	1
Zbtb14	4144	1622
2410004B18Rik	1709	1406
Gpam	6395	2346
Msln	2178	27024
Rftn2	3754	682
Acnat2	1732	2
Taf8	3254	1345
Ctsj	1387	0
Prpf38b	3101	13726
Toporsl	2776	0
Slc35f5	2984	3079
Tex30	1322	1447
Kctd20	4305	4915
Tspan9	5135	3511
Cyp4f16	2243	1529
Ptk6	2286	0
Lmo3	4893	0
Zfp46	5059	1153
Gstcd	3668	3491
Zmym1	4047	706
Atpsckmt	1292	697
Stx8	6680	1254
Ccdc163	2192	694
Ssr2	1293	16922
Ubn1	6470	4421
Gosr1	4288	3672
Lzic	1881	1341
Errfi1	3358	19361
Mpp2	4245	813
Tex48	694	1
Ppid	2047	8227
Qtrt2	3061	2623
Bcas2	1510	8250
Raf1	3328	5936
Stam	3694	2897
Tcea2	1954	217
Map2k6	3403	3289
Coq3	2815	949
Wls	5778	10784
Gstm7	1458	211
Tmem268	4010	518
Idh3g	1331	5336
Nmnat1	2446	253
Mcts1	1484	755
Btf3l4	3255	957
Snf8	1004	2049
Dnajb4	5088	3214
Ssu2	1321	4
Atg3	2013	2109
Tceal1	1202	116
Vgll4	3244	7307
Cyb561	3095	8307
Dennd11	6742	3713
Pabpc4	3112	11623
Tmem39b	1903	694
Fam205c	1690	0
Dvl1	3397	9150
Ptpn7	3442	135
Dennd2c	5264	609
Pdzd11	1084	1064
Oxld1	820	206
Zmat5	814	479
Ube2e3	3464	4062
Nyap2	10105	0
Xrn2	3428	10836
Timp4	2942	1
Fbxw5	2401	2017
Slc2a8	2118	289
Olfr449	1255	0
Sec61a2	2458	663
Aldh1l1	3139	6524
Ergic3	1427	10906
Slc39a10	5380	4871
4933430I17Rik	1945	34
Polr2h	1280	2637
Ppdpf	998	2395
Tifa	2276	448
Ntmt1	3297	1424
Dph6	2779	1340
Gapvd1	6892	5419
Trmt6	3112	2675
Rhbdl2	1337	568
Oscp1	5043	417
Kcnc4	3015	0
Prpf18	3598	2171
Snap47	1927	1920
Slc35a5	4200	994
Thrap3	4477	15020
Limd2	3471	3481
Susd4	3237	4
Ndufaf1	1492	914
Sat2	1397	59
Lyzl6	905	0
Srsf12	3151	2
Kyat1	2177	388
Cnot8	3194	3568
Il1rl2	4070	101
Cpne3	5679	6677
Mrpl30	772	3107
Dennd4b	5746	1436
Dcbld2	6487	2742
Dusp12	1388	912
Optn	2686	2871
Zbtb37	4817	545
Snorc	548	2
Apmap	2427	2353
Gale	1432	1477
Mrgbp	2035	1310
Sla2	1434	4
Slc24a3	4071	14
Mtmr12	4584	2726
Cdc123	2304	2880
Sptlc3	2232	2
Cxcr4	1814	228
Fcgr3	1353	1868
Hspd1	2588	31070
Sult4a1	2512	0
Pecr	1192	684
Harbi1	3044	654
Tvp23b	1906	2617
Ift52	2370	2442
Spata2	3996	1621
Arhgap29	5863	228
Gpr149	4316	0
Unc50	1307	3645
Ubxn4	4141	10402
Vmp1	3180	18276
Slc28a2	3335	75
Agbl2	4956	3
Desi1	3058	2813
Bpi	1779	0
Pramel6	2077	0
Sphkap	6928	2
Lamp5	2168	0
Abhd12	2072	4239
Crispld1	4233	0
Chst1	2992	150
Rsbn1	6743	2230
Snip1	2429	1144
Rbm12b2	3426	624
Prkaa2	8202	412
Csn3	1843	50
Pramel23	1820	0
Lgals12	2777	22
Amhr2	2084	0
Mcm7	2880	9840
Efr3a	5298	7328
Nudt1	1196	1017
Pla2g1b	830	12
Crtac1	2819	0
Ptpn12	4911	7791
Ube2d3	4695	32099
Taf6	2472	2717
Batf2	2005	173
S100a16	1613	6975
Commd8	4110	1950
Fam118a	4533	1415
Ssh3	2800	4509
Sart3	4393	5378
Zfp385a	2399	614
Ccl24	1297	108
Sult1b1	2803	27
Slc25a28	1535	3068
Fndc4	2346	166
Dpcd	1385	1884
Dpysl5	6294	6
Fndc3b	6992	21488
Mrps17	1250	1557
Tmem128	1501	1705
Sstr3	4369	2
Psmg3	871	932
Pgm2	2571	3068
Ppp6r2	5092	1801
Paics	2491	26632
Smc4	4327	19632
Mfsd10	1929	5363
Tmem129	2740	940
Smndc1	2365	3829
Gucy1a1	5373	17
Ppp1r35	953	1867
Tecpr1	5544	7206
Zfpl1	1393	1955
Medag	3199	7034
Zfpm2	4974	489
Dnajc4	1123	864
Slc46a3	4977	84
Gfus	1400	4284
P2ry12	2557	79
Asphd2	3358	24
Acox3	5262	1191
Rrm2b	4903	1252
Tsacc	647	105
Gusb	3009	5527
Dgkq	4606	1003
Gtpbp10	3030	1060
Rhbdd2	4291	1563
Uba1y	3441	0
Gpr1	1945	2
Bivm	4187	1711
BC055324	3360	1027
6430628N08Rik	1605	0
Acp2	4653	2856
Ap2a2	4642	10016
Senp5	6542	3922
Cd19	2436	6
Plaat1	3118	0
Eif2s3y	1784	0
Glra2	3668	2
Slc35b2	1843	3591
Ahcyl1	4236	13316
Fcgrt	1750	3102
Dop1b	7802	4661
Slc25a27	7133	437
Pam	4120	17521
Klc4	2439	3608
Mettl4	7118	1176
Flywch2	734	124
Dnase1	1414	198
Slc4a3	4593	996
Crtc2	3119	4179
