Geneid	Length	genome_mapping/Low_6556c3.rep5.RNAseq.mm10.sorted.bam
Mfsd10	1929	5960
Tmem129	2740	1603
Smndc1	2365	5666
Gucy1a1	5373	311
Ppp1r35	953	2123
Tecpr1	5544	8207
Zfpl1	1393	2432
Medag	3199	9187
Zfpm2	4974	524
Dnajc4	1123	1085
Slc46a3	4977	271
Gfus	1400	6469
P2ry12	2557	462
Asphd2	3358	151
Acox3	5262	2484
Rrm2b	4903	1265
Tsacc	647	99
Gusb	3009	7777
Dgkq	4606	1424
Gtpbp10	3030	1262
Rhbdd2	4291	2202
Uba1y	3441	2
Gpr1	1945	6
Bivm	4187	2022
BC055324	3360	1515
6430628N08Rik	1605	0
Acp2	4653	3962
Ap2a2	4642	14493
Senp5	6542	5609
Cd19	2436	43
Plaat1	3118	34
Eif2s3y	1784	282
Glra2	3668	0
Slc35b2	1843	4507
Ahcyl1	4236	17249
Fcgrt	1750	5298
Dop1b	7802	4843
Slc25a27	7133	238
Pam	4120	19862
Klc4	2439	3873
Mettl4	7118	1430
Flywch2	734	165
Dnase1	1414	238
Slc4a3	4593	919
Crtc2	3119	4447
Fabp12	2787	2
Kank3	2637	1051
Dchs2	11204	9
Stxbp2	3111	8046
Gmppa	1854	3324
Stk38	3354	7991
Rpusd1	1745	1084
Slc27a1	3822	3273
Klf8	7952	93
Adat1	4409	563
Ski	5465	15695
1700006A11Rik	2159	0
Get3	1406	6181
Dcaf8	4149	10982
Herpud1	1955	11393
Nexn	2869	1460
Tma16	1170	1237
Rex1bd	806	2829
Kcng4	3876	0
Atp1b3	2402	12882
Cfap97	4915	1962
Proz	3760	487
Il18	1298	378
Dusp26	2035	18
Ccdc70	1129	0
Nutf2	2354	2556
Spata6	2508	2564
Mphosph6	1115	2376
Anapc10	3017	1121
Pafah1b2	5220	9558
Brox	3558	6030
Cdc16	2381	6887
Zdhhc2	3382	4029
Zdhhc1	2252	1285
1700030J22Rik	3045	68
4933405L10Rik	1215	8
Igdcc3	4400	4
1700018B08Rik	1342	0
Sorl1	11243	3018
Tekt2	1743	40
Stag1	6258	6339
Nup93	3868	5808
Sdr42e1	2957	203
Tmem38a	2376	684
Arih2	4161	5406
Cyb561d2	1970	792
Rnf170	4424	1287
Spaca7	775	18
Tfrc	5149	13744
Spata2l	2732	294
Tusc3	3534	8101
Elof1	2738	2833
Taf5l	3171	4289
Tlr3	4488	1078
Pla2g15	2754	3360
Dcaf15	2350	2978
Aagab	5310	2657
Rtbdn	2056	29
Vps52	3960	3049
Spc24	1427	1214
Carmil2	4245	215
Car2	1947	4289
Emilin2	4179	7217
Dbt	3301	2664
Lyzl4	1387	11
Pafah1b3	1273	4169
Gart	3327	11403
Ttc13	3304	6505
Nanos3	730	12
Pak1	3519	7913
Ypel5	2958	4041
Lpcat2	2817	1017
Adhfe1	3416	213
Exoc3l	2513	271
Slc7a6	4610	9046
Tmem25	2845	110
Arpc2	1626	53653
Sdccag8	3449	1998
Vps11	3536	4455
Pirb	2737	2731
Impact	3839	2242
Pdgfd	3247	238
Naalad2	4204	346
Suco	6427	4642
Alg3	1437	1034
Uaca	4595	5205
Neil1	1997	716
Tiprl	4749	4907
Ubash3b	4090	1292
Tmem44	5430	268
Cggbp1	4404	10806
Mbd3l1	866	0
Mbd1	5562	7219
Senp2	4566	6173
Plekhb2	5581	12428
Adcy10	5331	0
St3gal6	2807	6019
Cpne4	4250	0
Ldlrad4	2776	2222
Nmnat3	2580	718
Zfp24	6259	4027
Tbc1d21	1320	0
Fam53c	4802	4332
Cxxc5	2489	2056
Slc25a46	4503	4878
Dctn4	3806	8161
Snx2	2104	10025
Mfsd6	5674	4228
P4htm	2024	99
Trim30a	3992	1881
Paip2	2325	11659
Eprs	4927	21678
Mei4	6278	4
Pm20d1	4311	110
Polr2d	1059	3726
R3hdm1	4921	5166
Dcun1d5	2943	4724
Sacm1l	3564	5958
Rbbp5	3690	3831
Bcl9l	7484	5791
Saa2	825	236
Armc4	3484	0
Saa1	612	271
Rnf111	5082	3500
Csnk1a1	4463	37358
Rexo2	1287	4892
Zbtb7c	4864	1743
Apbb3	2070	1820
Serpini1	3173	640
Mybph	1837	10
Acaa1a	1758	5578
Mppe1	2489	1553
Xrcc5	2849	6148
Tbc1d8	4906	1500
Pif1	3763	939
Sec62	3966	13688
Hmgcl	3056	1862
Haus1	3327	2077
Abcc8	4952	253
Tom1l1	3204	2383
Kmt2a	16463	9284
Sap130	4461	4823
Zfp146	2825	4985
Csrnp1	3467	4669
Slc36a4	5566	1559
Tmem266	2443	30
Trmt1l	2799	1877
Ptges3l	1512	294
Ipo9	6606	13355
Higd1b	846	90
Jade2	6383	3681
Fam205a3	4146	0
Fam205a4	4146	0
Ntm	4416	8
Fez1	2507	81
Nthl1	1080	378
Gramd1b	9545	5400
Ptprm	5703	1340
Rpl10a	1063	41325
Rnf19a	4276	6491
Olfm2	2320	22
Gpatch2	9328	1918
Fam71e1	3779	47
Gm10654	1723	39
Tbcel	5178	1917
Mief1	5186	4563
Fcor	424	53
Sgsm3	2997	9625
Cryz	2869	5242
Trim34a	2594	480
Gmppb	1799	1256
Ppp2r5d	2953	8533
Armc1	3703	5443
Ebag9	2401	2472
Zfp40	4176	535
Tdrkh	4153	722
Pheta2	2997	302
Map3k4	5441	3973
Tpsg1	1362	4
Mpzl2	3216	5480
Spdef	2779	52
Ttll8	2976	0
Pdgfc	3580	6202
Copz1	1923	10537
Arfgap3	2621	6436
Tnfrsf13c	1952	16
Akap8	4673	7904
Egln2	2107	3999
Zfp719	5036	738
Gng13	468	7
Slc9a3r2	2257	5651
Slc35b1	1359	3645
Plac1	1150	19
Gtf2h5	1325	4081
Mrpl10	1686	3592
Zfp26	11446	2355
P2ry10	2882	343
Zfp715	4404	1568
Spg21	2894	7320
Gabra3	4070	276
Myl12a	1907	26556
Stk3	2932	3122
Fam120b	5831	4085
E130311K13Rik	2078	520
Tmod3	3926	13161
Spats1	1363	5
Noxo1	2238	238
Higd1a	1972	2786
Slitrk3	4967	0
4933428M09Rik	1026	0
Fam98a	2818	3437
Zfp687	4882	4961
Gm536	1350	1
Dnaja4	3136	674
Trim39	3840	1838
Sft2d1	1085	1805
Ctns	3227	1097
Fkbp11	946	2214
Catsperd	2688	86
Mrpl4	1393	2611
Mtmr4	5749	3696
Gm1070	2874	12
Gps2	1395	2391
Kdm4b	5511	4301
Sltm	3851	8167
Ppcdc	3750	1170
Mtdh	4921	22019
Slc22a22	2440	0
Usp47	5660	12152
Ttll1	2224	1931
A930007A09Rik	3974	210
Lrrc75a	2089	942
Rspo2	3361	0
Wscd1	2974	97
Trak1	8746	3889
Letmd1	2602	3404
Plekhh2	6886	749
Gm38396	2141	389
Gm7072	3589	1658
Flywch1	3687	1975
Zfp523	2934	2229
Enpp4	4593	2616
Nedd4	7081	81719
Gm9789	493	0
Aars2	3680	1350
Gm7932	2194	4
Ly6i	1156	33
Ankrd46	2867	3690
Ints4	3244	3717
Supt20	4016	8254
Gm12500	2036	17
A930017K11Rik	2538	2
Gm10710	3971	0
Irgc1	2047	30
1700049E17Rik2	1757	0
1700049E17Rik1	1757	0
Ptk2	4774	10657
Wdr47	4540	1427
Slc9b1	2639	5
Slc38a4	4162	1425
Rrp7a	2646	6677
Tbc1d22a	3379	3938
Zfp641	3751	12
Cdip1	4202	2392
Gm15501	869	181
Tmem45a2	3215	2
Plxna3	6943	1074
Atp6v1a	4200	10432
Rlim	7440	9077
Nrip1	8046	8848
Spertl	1171	0
Armh4	3223	380
Fam241b	2129	330
2610318N02Rik	1362	462
1810055G02Rik	2352	4476
Fam76b	3702	2771
Shld1	1279	272
Tmem198b	2936	744
4930519F16Rik	1890	0
Fam204a	2074	2088
BC049762	1295	2
Fam161b	3372	141
Cfap300	1644	123
BC048671	1481	8
Brd8dc	2509	63
Nrbp2	3258	1687
Mid2	6492	1115
Tspyl2	2762	1302
Kcne2	1771	0
Atp6ap1	2255	11257
Etv5	4919	3649
Tbc1d23	4109	3640
Cd200	2347	677
Prdx5	1271	15658
Tab3	6624	1719
Parn	2902	3343
Slc9a1	4808	5262
Zcchc12	2206	10
Sar1a	2815	14309
Robo2	9465	37
Slc16a7	11165	433
Tdg	3523	33
Armcx3	3564	688
Rdh5	1265	113
Vpreb3	625	6
Ikzf4	5224	75
Sgta	2276	6785
E2f7	5515	1331
Ccdc162	7094	47
Stx7	2530	9191
Zfp148	10126	6281
Arhgef6	5059	1101
Satb2	5830	393
Ndufb11	908	5745
Elfn2	7903	12
Dgka	3159	2005
Cct2	2217	31974
Gstt1	1089	1252
Matn2	3575	4899
Hivep2	10376	4594
Madcam1	1441	0
H2-Q1	2035	24
Pfkl	4074	19240
Snapc3	4493	3377
Rmnd1	1942	12
Ndufb2	936	1731
Sppl2b	2927	2290
Trmt11	2310	949
Slc18b1	2837	850
Tmem200a	4118	141
Zfp7	3071	2890
Ddx50	3003	5688
Zfr	4596	10661
Septin3	6777	73
Zfp300	4658	38
Fkrp	2806	2374
Gnaz	3518	42
Ggn	2653	104
Csf2rb	4875	6668
Zfp14	3493	117
Slc9a6	4956	1738
Ankrd27	4953	3875
Nat14	1798	122
Lrrc14	2533	1959
Slc39a3	3687	2095
Kifc2	3479	207
Relt	2999	847
Rinl	2910	501
Ift81	3220	1158
Usp17lb	1541	2
Ctcf	3823	8903
Usp11	3535	1073
Nap1l1	3670	28768
Ppp1r16a	2831	3634
Npy1r	3081	69
Npy5r	2401	25
Nrp1	5920	5356
Srgn	1721	18138
Abcd2	5740	579
Slc25a15	3775	2384
Nabp2	1346	2347
Utp4	2249	5494
Derl3	1344	121
Nudt4	3213	9849
Mzt2	1057	1007
Kiss1r	3162	43
Dmp1	3094	24
Sparcl1	3419	6324
Cherp	3833	7062
Mad1l1	3026	3984
Gna13	6458	10112
Gabra1	4811	46
Gabra4	4201	0
Lsm4	942	6268
Hap1	3706	462
Coprs	803	329
Cmklr1	3133	1579
Klhl22	7801	1367
Prdm15	6428	1675
Masp1	5347	1281
Nsg1	2775	328
Rspry1	3849	3367
Cavin1	4950	48671
Sdf2	1268	3503
Spop	3082	8487
Tango2	1883	1144
Slc2a4	2834	300
Csad	3434	1483
Mpped1	3473	0
Cdkn2aip	3494	2135
Cars2	1850	1245
Clvs2	2632	2
Vsig1	2876	14603
Lsm7	603	1458
Atxn2	6764	4448
Entpd4b	3032	0
Fbxo48	2247	136
Gm39773	727	0
Gm39774	803	0
Zfyve1	4641	3946
Ormdl2	1654	1165
Srpk2	6841	3651
Stk10	5421	2041
Stx1a	2369	879
Tlr6	2747	576
Oasl2	3136	2678
Spaca3	953	0
Irak3	3209	1665
Sms	3798	3397
Spatc1l	1332	2
Ubl3	2923	7216
Cops4	1821	5701
Abhd5	3148	2898
Ciao2a	1253	4457
Svop	3353	0
Arhgef12	10483	11696
Cdca4	2705	5466
Mlxipl	3714	602
C2cd2l	4337	1629
Scml4	4965	119
Rab36	4417	121
Unc5b	5868	19632
Zfp449	3741	76
Pip4k2c	3374	3655
Ptprn	3710	15614
Adpgk	2471	3001
Sec63	6032	11331
Rev1	5120	1545
Afg1l	2513	651
Tmem225	991	0
Ilvbl	2940	2967
Nupr1l	900	25
Rtkn2	3966	49
Sec31a	4467	18104
Tmem106a	2601	1708
Ptprk	6219	9379
Upk3bl	1138	80
Tpd52l1	1326	2173
Engase	4318	486
Hsd17b6	1565	112
Cts7	1519	0
Srrd	1206	636
Sarnp	1317	3839
Zbed5	2582	538
Ggt5	4642	609
Klhdc8b	3015	322
Pan3	5170	4705
Fam229b	796	73
Zdhhc4	1936	1950
Zup1	4447	731
Tmprss5	2100	2
Fam53a	5972	2164
Zfp202	3877	498
Tmem108	3781	40
Zbtb49	3011	539
Actr6	1907	833
Tmem19	3221	2204
Mrpl42	689	2445
Herc4	4043	4782
Bri3bp	7086	3158
Gtf3c6	2624	2858
Mtus2	7790	1045
Atp2b1	7436	21930
Vps33a	4111	4324
Rbm5	3523	6847
Pbld1	3067	167
Mcam	2892	3044
Zfp454	2128	6
Tab2	4940	8476
Bbs4	2559	693
Abracl	882	2859
Bex4	837	2
Celsr3	11846	127
Enpp7	1958	0
Kctd3	3956	4667
Oxsr1	4775	6826
Bptf	11713	8628
Fam20c	3079	4084
Bend3	6428	2329
Slc6a19	4084	89
Smco4	1143	443
Bco2	2324	247
Slc12a9	4131	1521
Pitpnc1	6350	6339
Nsun5	2242	1390
Zdhhc17	4548	3819
Sbno2	7347	10202
Nlrp3	4053	2781
Mettl25	2309	577
Nfrkb	5406	2548
8030474K03Rik	1993	0
Gm14596	697	0
Gm14595	702	0
Gm14590	702	0
BC048403	3130	656
Rbfox1	7461	32
Usp28	4316	1494
Hsd3b2	1843	6
Lrp11	2686	131
Ptger3	2119	138
Ccdc38	3986	35
Stac3	1824	63
Adgrb1	6256	4
Supv3l1	2608	2093
Raet1e	1616	301
Cdc34	1266	4396
Becn1	2414	5962
Dnajc14	4365	5551
Hscb	809	651
Nfxl1	3742	2413
Mettl6	5368	2495
Rnf216	4671	3262
Gtf2ird2	3468	1195
Hps4	3343	1498
Nudt13	2954	613
Zc3h13	6165	5627
Gsap	5660	2860
Wdr19	5920	1291
Oxsm	4082	1038
Elapor2	10440	14
Xpo7	7323	10876
Galnt11	2610	2005
Slc7a4	3784	667
Sh3tc1	4579	2630
Rpl15	1977	32421
Cd80	3173	919
Cc2d2a	5554	1640
Paqr3	4228	168
Parg	5597	4061
Zfp445	6310	5869
Alkbh2	1115	396
Oasl1	2201	4420
Dpy19l1	4739	6145
Pheta1	2370	1790
Sfswap	3456	4420
Samd8	7107	4391
Snx14	3109	3602
Zbtb38	4242	4115
Cyb5r4	2629	3890
Napepld	4038	363
Hnrnpa3	5224	3220
Mfsd7a	2717	256
Spag1	5589	360
Klhl8	3260	458
Cdk8	3011	3969
Mthfs	866	369
Nup54	2494	4213
Pdcd6	1524	8718
Ripk1	4839	6021
Zfp512	3297	2766
Pdk1	5529	7019
Ppp2r2c	4168	42
Ccdc60	3763	2
Pramel48	2567	0
Ccdc158	5866	14
Bmp1	4599	16255
Cyrib	4157	10486
Cdkn3	772	1016
Hlcs	5178	2925
Dis3	3790	5585
Timm10b	1984	1576
Tm9sf1	2933	8285
Grik5	3863	743
Ap5m1	5262	1970
Mphosph8	2974	2487
Shld2	3713	564
Ipo4	3891	10137
Herc2	15444	10953
Frmd5	5065	745
Il16	5689	717
Prl7d1	997	0
Exoc2	4428	5148
Cwc27	2080	2048
Polg	7886	4346
Zdhhc20	5283	10014
Rab3c	8704	0
Pitrm1	3534	10180
Fgf17	1689	9
Rps19	984	31486
Rnase6	2479	202
Rras	1343	4348
Lrit2	2809	0
Sema4b	3794	7572
Zfp959	2165	398
Glrx	1328	2321
Hmgcr	4840	11798
Xrcc1	4060	2356
Capn7	3647	5884
Morc2b	4430	4
Zfp30	3633	204
Fdft1	3697	7604
Nkx2-6	1160	8
Zfp93	4993	280
Cpne5	4417	4
Mrps12	1041	1217
Dkk3	3590	1078
Bbs9	3588	797
Dpp9	4313	7402
Klhl18	4545	1837
Pxk	2941	4643
Ube2e2	1828	1117
Tcfl5	2211	22
Fam107a	3442	263
Gramd1a	2885	4921
Entpd4	3084	0
Olfr976	3032	0
Dzank1	6849	47
Mbnl2	4679	17926
Fbxo16	3819	2
Pak7	4940	0
Extl3	5978	6274
Rabggta	2613	3101
Rec8	2055	22
Klhl23	4884	222
Bin3	1532	3196
Dus3l	2304	2997
Slc22a17	2398	228
Dzip1	6252	191
Pspc1	2380	3497
Syt5	1790	70
Dclre1a	4248	1813
Morn2	647	241
Zfp438	3299	326
Erg28	1958	3037
Cgrrf1	1438	2041
Stard10	1860	15525
Ppp4c	1551	6887
Zfp235	5460	305
Caskin1	6174	44
Nudt18	4253	837
Nudt15	3576	126
Cend1	1846	20
H2-M10.1	1387	0
Cd180	2337	222
Pidd1	3396	536
Fermt2	3297	3715
H2-DMa	2164	2372
Wdhd1	4285	3337
Ocln	4224	868
Mapk1ip1l	8644	11165
Actn4	4021	39770
Zfp110	3716	3261
Zfand6	2067	5198
Rps24	1964	69835
Cab39l	3336	4731
Tmtc4	3958	5242
Ipo5	4916	27320
Dydc2	1028	0
Rcbtb1	4880	5229
Acer3	4171	2740
Phf7	2114	704
Hspbp1	1511	3498
Pcgf6	2202	1673
Zmym2	7181	6971
Tbcb	1377	3756
Lsm14a	3464	9015
Rplp2	457	35867
Nsmce1	1707	3137
Zfp788	3290	676
Zdhhc16	2001	3436
Slc12a7	5194	10381
Kat8	1785	1115
Mrps11	1049	1282
Gtf2h2	2165	2083
Omd	2038	84
Pdcd2l	1306	1289
Dpp3	2706	12009
Sympk	5283	12367
Rgs14	2363	556
Stambpl1	3091	3148
Ctsm	1977	0
Chmp2a	1062	5574
Phkg2	1626	697
Ndufab1	2189	2146
Tmem135	3579	2459
Olfr701	3083	0
Rnf121	2256	2748
Prss23	4110	2824
Cd48	1205	569
Chst15	5535	781
Tmem14c	952	5711
Susd3	1707	252
Ssbp2	6680	530
Crygf	629	0
Elobl	703	2
Csrp1	1931	20823
Degs1	1888	12948
Sult2b1	1475	691
Zfp608	6424	2950
Hnrnpul1	3961	14637
Brd3os	1786	164
Ccp110	5081	1044
Il1r2	1752	3336
Zfp521	6151	353
Rprd1a	4297	2530
Kcnj9	3884	8
Uhmk1	8109	11026
Msc	1754	59
Sbk1	4948	1935
Sil1	3806	3785
Pde6d	1472	1722
Kctd15	4902	747
Pfdn2	1883	4925
Prox1	8379	369
Cul2	4361	5805
Ptma	1388	108958
Tasor2	8338	4936
Ssr1	9339	27659
Arsk	3891	1019
Rnf2	3945	4156
Serpinb5	2700	1951
Prss39	1330	0
Timm17a	1060	4113
Tubgcp5	3716	1337
Pla2g2f	2437	0
Cop1	12474	5786
Rusf1	2727	1045
Rnf40	4171	6581
Zfp184	2853	485
Cops7b	2819	1970
Rnf180	5002	299
Kif27	7336	38
Ipo11	4352	2588
Slamf1	3449	17
Hes6	1403	3342
Galnt18	2580	230
Nfkbid	2233	1065
Elp2	2789	11373
Neto1	7089	14
Zfp553	3391	1482
Fmo2	4293	679
Zfp771	1426	1588
Gramd3	2841	1352
Gpa33	2759	803
Rnf114	3008	4944
Ufc1	1017	5760
Mapk4	5271	163
Gm21814	2911	45
Apc	12709	8815
Zeb1	6068	5408
Phf10	4480	4153
Zfp474	2180	0
Mtpap	4123	3275
Tbc1d30	6695	208
Dglucy	3461	3185
Mecom	6778	7553
Zfp367	3846	2881
Zfp532	7096	2043
Sgtb	3196	576
Gm3867	490	0
Arhgap26	7899	1015
Srek1	4509	5913
Fbxo38	5195	6587
Prl3d3	854	0
Lrrc72	1208	0
Gm18905	1397	0
Pfn4	1853	6
Gm15246	2717	81
Trappc8	5787	7470
Nr3c1	7376	7261
Prox2	3795	471
Itgae	3848	387
Prdm9	3739	153
Acan	7726	32249
Aif1	935	589
Aldh1a1	3021	1527
Atp6v0c	1523	40
Tent2	4017	4141
Trim23	3832	1973
Epn3	3884	3206
Ubtd2	3034	2535
Ist1	2509	8579
4933427D14Rik	5567	1716
Luc7l3	3665	11675
Retreg3	3537	5319
Krt222	3233	17
Mfsd11	3290	2084
D11Wsu47e	2174	896
Armc7	2567	602
Ddhd2	4400	2151
Vstm4	2745	212
Adcy4	3530	525
Myh7	6311	24993
Slc37a3	4528	6515
Tdrp	2617	89
Sucla2	2110	6066
Slain1	3013	107
Ddx42	4505	7439
Cenpo	2206	923
Hpcal1	1654	10046
Commd1	1034	3616
Dgkb	6827	2
Dmac2l	2049	659
Ntsr2	1547	0
Tmem63c	5810	18
Plcd3	3127	3079
Car10	3693	0
Zfp248	3661	444
Tcl1b4	1058	0
Tcl1b5	1065	0
Tmem161b	2746	1565
Serpina9	1838	0
Atp5mpl	729	4502
Pdk2	2603	977
Ankrd9	1766	1024
Tex22	1270	1
Scyl1	2734	9518
Hbp1	4039	8609
1700074P13Rik	1670	0
Msl1	5348	6856
Pold2	1694	3099
Sec23a	4108	10028
Vps37c	2854	3630
Herc3	6170	478
Lpxn	1814	593
Slc25a45	2477	1495
Slc22a27	2151	0
Fbln5	6145	1282
Med24	3513	4378
Gstp3	800	320
Ubxn1	1139	14017
Tigd3	2139	68
Ndufb4c	476	4
Nat8	1374	8
Ptcd3	2685	5480
Stambp	2795	1766
B230307C23Rik	3799	456
Ints13	3095	4305
Lrrtm1	5369	0
Fam234b	4325	878
Zfp977	1809	15
Wdr54	1371	203
Gm9805	3016	2
Ifit1bl2	3367	71
Zfp324	4362	610
Tarm1	1567	726
Csgalnact2	3866	6126
Vmn1r172	1325	0
Lypd11	1495	0
Abtb1	1880	1564
B9d2	1224	829
Nlrp4a	4292	0
Gabra5	2784	2
Gdpd5	4627	2844
Fam168a	6677	4989
Ipo7	4720	20758
Syt17	3182	173
Gm5165	2447	362
Mtmr14	4414	4295
Zfp668	8667	1326
Zfp629	6626	1159
Zranb1	6272	4424
Slc22a21	3473	261
Cstl1	666	0
Kbtbd2	4523	5956
Cplx2	5779	610
Cdiptos	1013	40
Gm2004	721	58
Rdh11	3121	4720
Psen1	2690	7945
Six4	6713	116
Ccdc88c	8072	4437
Slc24a4	3168	2
Atad2b	8077	3321
Gm45871	3157	521
Lamtor2	786	3797
Slc35a3	5524	7113
Flad1	2429	1993
Sfxn4	2924	119
Tert	4318	810
Kazald1	1733	184
Fermt3	2590	2752
Otop2	2543	26
Ercc8	2210	843
B3galnt2	3716	4606
Sncb	1375	6
Klhl3	7205	327
N4bp2l2	15038	4991
Tbc1d12	3954	1837
Plaat3	3761	1502
Gm550	852	31
Ngly1	2903	3630
Kif20b	5582	4442
Nupl1	5985	7362
Pacs1	4342	4520
Epha3	5682	434
Sf3b2	3235	25640
Kcne1	3195	4
Pou1f1	2284	0
Pmm2	1886	4400
Tmem186	3072	1463
Chodl	2535	12
Cbx1	2839	7334
Pigt	3198	7559
Itpa	1198	3153
Vps16	3321	4619
Gabrg2	4078	0
Olfr59	1382	0
Ubac1	3450	2022
Stard7	4242	5157
Ube2b	2268	8241
Iftap	2580	810
Vdac1	2394	24893
Slc12a6	6735	4549
Tmem127	4772	6973
Ddb2	1916	419
Bbs5	1505	400
Sephs1	5776	4764
Slc22a5	3124	1193
Nebl	14710	610
Tgm5	2620	6
Knl1	13537	2652
Ptpa	2761	11126
Slc34a3	2199	6
Abca8b	7407	180
Fam104a	2889	3786
Idh3b	1520	9315
Duox2	5890	210
Acot8	1154	905
Exosc3	1064	2042
Camkk1	3885	700
Dgke	7651	1082
Gosr2	4381	6350
Rassf2	4951	1590
Mrps24	1010	3173
4921524L21Rik	1486	0
Ranbp17	5187	138
Rexo4	2281	2736
Uqcr10	583	3374
Fam90a1b	1359	0
Zfp469	12915	2002
Adgrg4	9257	0
Gm4988	1879	0
Rnf212	1032	0
Nat9	1252	765
Myo19	4069	1196
Smurf2	5446	5760
Ggt7	2665	82
Actr2	3684	28866
Glod4	3084	5216
Dhdds	3339	2577
Tlk1	5650	5204
Etaa1	4188	1460
Dennd1a	4481	1130
Itgb3bp	774	408
Rer1	1786	11397
Elac2	3412	2392
Gtdc1	6716	732
Pkp4	4840	11468
Tshz2	9218	4658
Trim37	5907	4403
Vps39	4454	3171
Cobll1	5306	3876
Ankrd16	3699	1709
Pla2g4e	4592	10
Ddx39a	4418	9387
Fktn	6684	2425
Ints2	6824	3375
Flt1	10960	4863
Rnf215	2012	1540
Hmx1	2390	0
Afmid	3295	1133
Ttc25	2842	15
Zbtb4	7884	3741
Rasl10a	1202	161
Abcc3	5019	6741
Lyrm7	3762	60
Kdr	7673	1609
Gsdma2	1673	0
Sfi1	5305	1564
Sp6	3662	0
Gm11634	814	10
Gm35549	723	3
Pdgfa	2127	4458
Fam161a	2218	89
Ndel1	2405	7644
Tbl2	5572	3135
Chek2	2289	1149
Iscu	1056	2796
Zfp644	6578	2981
Bud23	1813	2573
Aff4	10165	20224
Krtcap3	908	1455
Ppp4r3b	5297	6984
Jmjd6	1757	3574
Ccdc88a	11283	5697
Kcnn1	3347	53
Btnl10	4594	4
Arhgap10	4053	2144
Armc10	2099	4975
Arhgdia	2130	44233
Rnf43	4538	1218
Sirt7	1870	2351
Hmgb2	2757	15654
Nudcd3	3962	5722
Cul4a	3725	9995
Champ1	4040	2823
Psme3ip1	1995	4232
Sepsecs	5243	2298
Slc36a3	1873	10
Ssh1	8332	2499
Mmaa	6343	785
Egln1	3524	9201
Auts2	7285	1599
Abcb11	4970	224
Slc35f3	3064	27
Bpgm	1594	4175
Clcn1	4732	85
Grin2b	24123	12
Wnt7a	3162	575
Bola3	2496	1811
Fkbp14	3241	1172
Mat2a	3390	18186
Ppp1r9a	10742	331
Pon3	6610	4230
Tspan12	2512	574
Ercc2	3571	1955
Il18bp	1482	297
Itgax	4329	4196
Clpb	6568	2581
Ethe1	1484	1408
Psenen	789	2598
Igsf23	2124	863
Letm2	2299	255
Fbf1	5720	6612
Zfp286	3420	27
Ggnbp2	3161	7127
Atpaf2	1882	1631
Taok1	12559	9684
Samd14	3324	2591
Nlgn2	5739	2930
Ccdc114	3150	442
Ifi27	1322	3317
Chtf8	3299	0
Arel1	5523	4032
Tmco3	4533	2735
Setd3	2848	13932
Syt16	3510	389
Rps6kl1	2884	124
Piwil2	6189	224
Zbtb1	5745	2824
Dcaf5	5706	5356
Togaram1	6584	4861
Mlycd	2118	1422
Map1lc3b	2560	11826
Allc	1504	0
Acyp1	1155	476
Rnaseh2a	2109	4418
Cpsf3	2827	6433
Vti1b	1281	5370
Ttc8	2308	790
Prkar2b	3638	2875
Phkb	4751	3384
Rbm25	4515	18714
Nrg1	8438	528
Spg7	2616	7302
Colgalt1	3429	26202
Tmem184c	2735	2845
Fancm	7603	1426
Ppp1r3b	4524	2729
Dpagt1	2230	3271
Erlin2	4635	10750
Hspa8	2104	163148
Myl3	909	2348
Pts	1314	1906
Map2k5	2571	1843
Pin1	948	3508
Nicn1	2122	1001
Icam4	1052	36
Mrpl3	2749	4207
Dync2h1	14117	905
Cilp	4261	3753
Tmprss4	2227	284
Med17	3939	2931
Hcrtr2	3938	0
Ano2	4130	2
Tmcc1	6212	2808
Klrb1b	2212	410
Zfp420	3334	288
Nova1	4079	213
Plagl1	5339	478
Gatd3a	1351	2030
Atoh7	1496	0
Ndufa12	1040	2817
Ndufs7	763	3483
Gns	3864	12968
Trdn	4857	235
Rxylt1	1881	2299
Nhp2	1112	6450
Vps53	3450	3838
Ccdc103	1870	42
Pex12	2424	639
Ccdc40	4795	10
Wdpcp	2443	350
Wrap53	1986	919
Arhgef15	4165	449
Ndufb9	687	6733
Cthrc1	1166	2874
Ccdc65	2009	55
Rab44	3690	3132
Mlc1	2783	0
Cyp1b1	5160	4001
Gnmt	1032	1972
Igfals	2389	53
Lhcgr	6866	0
Nfkbil1	1563	1057
Pim1	2714	11439
Rsph1	1103	85
Mpc1	1393	1032
Med20	5706	2396
Gm20517	8059	2
Rps10	589	35736
Uqcc2	473	3291
Camkmt	5547	653
Polh	3234	2205
Rhot2	2867	3881
Htr4	4932	0
Smad4	7627	14638
Rnf125	5292	1224
Chst9	1937	2
Ppargc1b	10407	351
Mib1	10154	12749
Lims2	2253	1059
Malt1	5081	2437
Blnk	1783	190
Mbl2	1189	106
Rasgrp2	2419	329
Rela	2662	10349
Actr1a	2749	14278
Ak3	2810	16193
Tctn3	2906	807
Srpx	2435	813
Pin4	637	614
Slitrk4	8543	4
Xkrx	3907	22
Tceal5	1271	4
Shld3	1630	321
Tmem274	489	1
Gm51263	972	0
Fbxo15	1810	4
Psmg2	1332	2172
Gpbp1l1	3679	5266
Ppp1r32	1515	44
Zfp781	4160	0
1700019A02Rik	758	0
Olfr1093	1349	0
Olfr1199	1468	0
Cd59b	706	10
